"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
13987.8,48706.6,18821,11262.2,70528.6,10465,1271.52,-31.5,1.47799
9286.4,38288.4,15895,7752.96,64487.6,7879,455.04,-20.25,1.47799
7916.16,35091.5,14784,5186.88,64137.2,5300,584.64,9.75,1.47916
8704.64,36449.3,15651,6382.08,64198.9,6515,442.8,-3.75,1.48149
13520,51281.8,17278,11050.6,74027.3,9783,797.76,-0.75,1.48149
16513.3,50670.2,21358,10806.5,72869,9719,1189.44,24,1.48381
8422.4,36656.3,15058,4924.08,64105,5034,428.4,2.25,1.48498
13644.2,44460.2,20112,9920.16,64241.9,10120,1201.68,12.75,1.48498
8279.68,41310.8,13135,6149.52,70028.7,5755,1182.24,-0.75,1.48498
11447,41294.3,18167,8385.84,63881.7,8603,1305.36,18.75,1.48614
21751,57739.6,24688,16406.6,73605.3,14608,1580.4,48.75,1.48847
9421.44,37706.5,16375,7352.64,63545.1,7583,993.6,0.75,1.48963
15963.5,51493.1,20317,7367.76,71885.3,6717,1396.08,-14.25,1.4908
25919.4,55989,30339,20901.6,71586.5,19135,1385.28,45,1.49196
8531.84,36691.6,15239,5760,63432.6,5951,348.48,18,1.49196
8497.28,36088.2,15431,3691.44,63214.6,3827,735.12,1.5,1.49196
9594.88,38223.2,16451,5030.64,63855.9,5163,485.28,0,1.49429
10533.1,41369.9,16686,8192.88,65232.5,8231,691.92,38.25,1.49545
11930.9,42139.7,18555,8074.8,64175.4,8246,444.96,18,1.49661
18113.9,75655.7,15691,13478.4,124236,7110,1206,54.75,1.49661
19051.5,48313.3,25843,10935.4,65580.1,10928,1038.24,17.25,1.49661
9552,38656.3,16194,6721.2,64872,6790,514.08,20.25,1.49894
17225,77728.8,14523,10280.2,122272,5510,970.56,14.25,1.50011
7657.6,34785.4,14427,6212.16,63712.1,6390,470.16,-14.25,1.50243
10485.8,41151.9,16699,7567.92,64529.2,7686,513.36,-6.75,1.50243
18137.6,53613.5,22171,13225.7,70502.5,12294,1434.24,-9.75,1.50243
13177.6,43607.7,19804,8969.76,64063,9176,516.96,-21.75,1.50243
9260.8,38230.9,15875,7123.68,63613.2,7339,900.72,15,1.50243
12425,45255.5,17993,10075.7,69529.3,9497,1090.08,9.75,1.5036
10097.3,39091.2,16928,5266.8,62711.7,5504,663.84,-24,1.5036
18584.3,69126.6,17619,14597.3,88916,10759,1438.56,-9,1.50476
13904,45201.3,20159,10478.2,64527,10642,1094.4,2.25,1.50476
8371.84,37096.5,14790,6225.84,63902.4,6385,565.92,19.5,1.50592
9175.04,38855.9,15475,7457.04,63908,7647,363.6,19.5,1.50592
22061.4,87228.9,16575,13771.4,103667,8706,1972.08,8.25,1.50825
16683.5,56677.8,19291,7753.68,84381.5,6022,748.08,19.5,1.50825
14245.1,45147.9,20678,9716.4,66845.9,9526,1152.72,28.5,1.50825
12979.8,45594,18657,10517.8,68051.3,10129,920.16,49.5,1.50825
9715.84,39553.8,16098,7863.84,64404.5,8002,691.92,17.25,1.51058
8240.64,36279.6,14886,6693.84,64418.1,6810,569.52,3.75,1.51058
9280.64,37385,16269,5487.12,62463.8,5757,303.12,1.5,1.51291
11454.1,41726.2,17990,8094.24,64675,8202,537.12,35.25,1.51523
14880,46741.9,20863,9711.36,65350,9739,1136.16,27,1.5164
9932.16,39752.9,16374,5627.52,63521.4,5806,948.24,17.25,1.51756
8342.4,37245.6,14679,6802.56,64247.4,6939,663.12,11.25,1.51756
10894.7,40250.1,17739,8436.96,63249.2,8742,682.56,-2.25,1.51873
10302.7,40363.4,16728,7542.72,63898.6,7736,527.76,62.25,1.51873
11950.1,42714,18335,7437.6,64800.7,7522,737.28,-9,1.51873
24675.8,83747.1,19310,18833,92695.6,13315,1810.8,76.5,1.51989
11707.5,42299.1,18139,8970.48,64306.4,9142,1088.64,14.25,1.52105
8526.72,39688,14080,6594.48,69081.8,6256,763.92,9,1.52222
9024,38489.9,15365,7317.36,63897.5,7505,807.84,0,1.52338
13392.6,48747.6,18005,8355.6,72004.3,7605,833.04,9.75,1.52455
11496.3,42057.8,17914,7696.08,63828.2,7902,496.8,-3,1.52571
20535,55184.5,24387,16276.3,69522.6,15343,1501.2,-1.5,1.52571
9192.96,38936.9,15473,7457.76,67237.8,7269,642.96,-0.75,1.52804
9674.88,39221.4,16166,7916.4,63751.4,8138,530.64,12.75,1.52804
8351.36,37336.4,14659,5502.96,64182.6,5619,411.12,36.75,1.5292
12062.7,43270,18270,8701.92,65205.7,8746,616.32,50.25,1.53036
9744.64,38952.4,16395,5695.92,63853.5,5846,411.84,26.25,1.53036
26656.6,91897.4,19010,18816.5,101595,12138,1694.16,72,1.53386
10115.8,39766.8,16671,6837.84,64367.2,6962,642.96,6,1.53502
10896.6,42250.8,16902,7179.12,67579.8,6962,555.84,7.5,1.53735
9509.12,43415.8,14354,7139.52,69523.9,6730,878.4,23.25,1.53735
8440.96,37936.3,14582,6958.8,67885.1,6718,682.56,0,1.53735
7879.68,39656.2,13022,5874.48,70796.2,5438,1066.32,3.75,1.53735
7371.52,35674.2,13542,5937.12,64143.6,6066,469.44,2.25,1.53851
8126.08,36218.1,14704,3376.8,63319.6,3495,593.28,-2.25,1.542
14523.5,47873.1,19882,11316.2,67328.3,11015,1030.32,10.5,1.542
9105.92,38553.2,15479,6070.32,63036.7,6311,620.64,-6.75,1.54317
23632,64146.2,24144,16820.6,74645,14768,2639.52,49.5,1.54317
21073.3,73429.3,18808,12653.3,108725,7627,1044,23.25,1.54317
15821.4,46784,22163,6598.8,64134.5,6743,1212.48,4.5,1.54317
17006.7,48828.2,22826,8910,67756.5,8618,1026.72,-5.25,1.54433
9091.2,38150.8,15617,5590.8,63379.8,5781,405.36,27.75,1.54666
10220.8,40064,16719,7618.32,64190.6,7778,609.84,9,1.54666
7925.12,36191.3,14351,6149.52,64400,6258,324.72,16.5,1.54666
10451.2,44913.4,15250,7629.12,70678.8,7074,672.48,-5.25,1.54782
9296.64,41199.9,14788,7457.76,69071.8,7076,751.68,-4.5,1.54782
10087,41459,15945,5827.68,70039,5453,912.24,33.75,1.54898
14005.8,46364.7,19797,6698.16,68524.9,6406,1014.48,6,1.55015
10154.9,44225.8,15048,7488.72,71210.2,6892,1033.2,14.25,1.55248
14885.8,54970,17747,11906.6,73928.3,10555,1621.44,22.5,1.55364
7547.52,36827.8,13431,5794.56,64859.5,5855,480.96,12,1.5548
10468.5,46177.7,14857,8072.64,71950,7353,859.68,25.5,1.55597
23003.5,74939.5,20117,11411.3,87961.6,8502,1149.12,38.25,1.55713
10590.1,45810.7,15150,7511.04,71902.4,6846,1054.08,39.75,1.55713
9331.84,39115.5,15635,6101.28,63640.5,6283,336.24,18.75,1.55713
23032.3,93865.2,16081,13558.3,105517,8421,880.56,17.25,1.55713
12713.6,45324.4,18383,9746.64,66857.4,9554,951.84,21,1.55829
15295.4,51685.9,19394,11766.2,71972.4,10714,1204.56,16.5,1.55946
11730.6,43369.8,17726,9160.56,65957.6,9102,676.8,34.5,1.56179
11050.2,41894.5,17286,8124.48,63888.4,8334,304.56,2.25,1.56179
9397.76,39681.2,15521,6967.44,64548.8,7074,496.8,14.25,1.56179
7724.8,37536.3,13487,6113.52,66049.4,6066,550.08,17.25,1.56528
8561.92,38142.5,14711,6600.96,63515,6811,423.36,-9,1.56644
8641.28,38938,14544,6775.92,66716.8,6656,982.8,16.5,1.56644
17626.9,52973.6,21807,11766.2,69834.5,11042,1516.32,58.5,1.56644
28261.1,61583.4,30075,21984.5,76058.4,18943,1916.64,70.5,1.5676
21548.8,85932.9,16434,13327.9,115567,7558,968.4,37.5,1.5676
13075.8,45468.2,18847,9706.32,65055.6,9778,918.72,12,1.56993
23914.2,87448,17922,17017.9,102640,10866,1442.88,42.75,1.5711
7927.68,36582.8,14202,5900.4,63236.1,6115,427.68,18,1.5711
10107.5,41148.4,16098,7466.4,65259.8,7498,673.2,19.5,1.5711
8672,38775.2,14657,6316.56,65119.1,6357,531.36,15.75,1.5711
15315.2,76559.6,13110,8096.4,104409,5082,665.28,10.5,1.5711
7893.76,37678.5,13730,5407.92,64089.2,5530,359.28,-15.75,1.57226
10963.2,43090.1,16674,6639.84,64352.1,6762,469.44,3.75,1.57459
13179.5,47431.8,18210,10720.8,68332.9,10282,1002.96,-4.5,1.57575
20222.7,78560.5,16870,16134.5,116273,9094,1232.64,30,1.57691
12876.2,50089.2,16847,10010.2,71540.4,9170,1382.4,20.25,1.57691
11020.8,42780.3,16883,6829.2,64350.6,6955,532.8,40.5,1.57691
28864,66085.5,28624,21559.7,77395.7,18256,2244.96,71.25,1.57808
9863.04,40619.9,15913,7483.68,63919,7673,858.96,61.5,1.57924
12597.8,46364.2,17807,9758.16,68360.3,9355,787.68,12,1.57924
7900.8,37096.1,13958,5452.56,64246.5,5562,569.52,-2.25,1.58041
12850.6,49247.1,17101,9427.68,71197.6,8678,1085.04,48,1.58273
11328.6,45478.3,16325,8846.64,68848.5,8421,755.28,44.25,1.58739
7832.96,37131.3,13825,5382,63358.1,5567,380.16,-2.25,1.58972
9209.6,39915.4,15121,6990.48,64154.6,7141,646.56,1.5,1.58972
8851.84,38481.9,15075,3693.6,63119.6,3835,441.36,9.75,1.59204
23342.1,59748.7,25603,17969,73532.3,16015,2144.88,54,1.59321
12848.6,44830.4,18783,8663.76,66940.4,8482,912.24,38.25,1.59321
22350.1,57741.7,25367,15967.4,71522.3,14631,2448.72,84.75,1.59321
15276.2,47332.9,21151,7704,64382.7,7842,497.52,7.5,1.5967
8044.8,37845.4,13931,5719.68,64728.9,5791,521.28,17.25,1.5967
8260.48,37899.7,14284,5590.08,63879.9,5735,663.12,3,1.59786
13673.6,46174.7,19407,9255.6,65062.2,9323,1558.8,26.25,1.59903
17299.2,49360.9,22968,10605.6,65275,10648,586.08,18,1.59903
7646.72,36840.1,13603,5851.44,63753.9,6015,386.64,-20.25,1.60019
9962.88,40579.7,16090,3221.28,63377.3,3331,476.64,-3.75,1.60019
11371.5,44220.3,16853,8907.84,65351.4,8933,531.36,15,1.60252
6231.04,33019.9,12367,2463.84,63822.2,2530,403.92,-5.25,1.60368
18524.8,54911.6,22109,9988.56,80886,8093,963.36,33.75,1.60368
19701.8,57915.8,22294,15030.7,74008.5,13310,1071.36,19.5,1.60485
9824,39902.4,16135,6359.04,65951.3,6319,497.52,18.75,1.60601
18686.7,57245.5,21393,14086.8,71938.9,12833,1510.56,32.25,1.60717
8705.92,39033.4,14617,6292.8,63672.2,6477,702,15,1.60834
7468.16,36846.6,13283,6053.76,64207.7,6179,427.68,8.25,1.60834
8648.32,39147.4,14478,6762.24,63940.3,6931,483.12,40.5,1.60834
16652.2,58872.3,18537,13129.9,74740.1,11513,999.36,23.25,1.61066
23681.3,62401,24871,17973.4,77275,15243,2126.16,31.5,1.61066
10349.4,41692.9,16268,6675.84,63813.9,6856,557.28,14.25,1.61066
15785.6,49113.4,21064,9563.76,69363.7,9036,1068.48,31.5,1.61183
9566.08,42168.7,14867,4740.48,68384.8,4543,1321.92,14.25,1.61183
23112.3,85493.5,17717,16254.7,100678,10581,1438.56,19.5,1.61183
11141.8,43491.9,16789,7233.12,64784.7,7317,491.76,4.5,1.61299
15265.9,52971.2,18887,12352.3,68308.3,11851,1262.16,24,1.61299
16972.8,71661.5,15522,7664.4,104514,4806,723.6,5.25,1.61416
24889.6,62749.2,25995,16034.4,76246.6,13782,1614.96,11.25,1.61416
30997.8,91822,22124,25122.2,106771,15420,2082.96,29.25,1.61532
10395.5,42620,15985,6855.12,67486.4,6657,727.2,29.25,1.61532
7983.36,37502.5,13951,5153.76,63559.8,5314,343.44,-12,1.61532
22865.3,60212.1,24887,16342.6,74382,14399,1738.8,33.75,1.61648
8539.52,39226.6,14267,5727.6,64033.4,5862,841.68,-17.25,1.61648
7552.64,36602.1,13523,5503.68,64744.1,5571,778.32,-3,1.61648
10142.1,41260.9,16109,6316.56,63745.3,6494,609.12,10.5,1.61765
8508.16,38206.9,14594,3236.4,62345.9,3402,537.84,-1.5,1.61765
10862.7,73225.6,9722,6279.84,102123,4030,705.6,6.75,1.61881
9248.64,39934,15178,6134.4,63350.8,6346,563.76,9.75,1.61997
11228.8,42737.1,17219,6309.36,63662.9,6495,659.52,9,1.61997
8305.28,39319.1,13843,6705.36,65520,6707,559.44,-24.75,1.6223
14266.9,51345.1,18210,10856.9,74849.2,9506,987.84,2.25,1.6223
12953.6,45141.3,18806,7909.92,63761.9,8130,483.84,27.75,1.62347
12530.6,44662.1,18387,7187.76,63322.6,7439,633.6,13.5,1.62347
13617.3,69319.7,12874,9136.8,102691,5831,707.76,-6.75,1.62463
17553.3,50798,22646,12350.2,65792.6,12302,1110.96,40.5,1.62696
12554.2,54217.8,15175,9422.64,73698.8,8379,909.36,-3.75,1.62928
18132.5,59820.3,19865,13374.7,76445.6,11466,1538.64,48.75,1.62928
10252.8,40946.2,16410,4399.92,63766.7,4522,422.64,24,1.63161
7788.8,39554.2,12905,6495.12,68019.2,6258,586.08,8.25,1.63278
21824,64452.1,22191,15962.4,85029,12303,1137.6,11.25,1.63394
16449.3,55040.3,19586,12506.4,71682.7,11434,1356.48,4.5,1.63394
10029.4,45852.1,14335,6932.88,70870.9,6411,638.64,15.75,1.6351
8779.52,40326.2,14268,5193.36,65151.6,5224,722.16,0,1.6351
8625.92,39479.6,14319,5757.84,66598.3,5666,522.72,27,1.63627
9160.96,40067.6,14984,5085.36,64338.6,5180,332.64,54,1.63743
11613.4,46825.3,16254,8110.8,69474.5,7651,1237.68,4.5,1.63859
10378.2,41878.5,16241,7624.8,66724.4,7489,627.84,-15,1.63976
13320.3,51224.1,17042,9105.84,71717.4,8321,1424.88,-18,1.63976
10495.4,42265.2,16274,6808.32,66298.7,6730,442.08,0,1.64092
8110.72,37867.4,14037,3980.16,63173.6,4129,504.72,-3.75,1.64092
11254.4,47289.1,15597,8555.04,69725.6,8041,763.92,14.25,1.64325
7954.56,37776.1,13800,5465.52,64713.3,5535,989.28,-8.25,1.64325
8072.96,37453.6,14126,5686.56,62877.4,5927,491.76,4.5,1.64558
12223.4,44407.7,18039,9662.4,63969.6,9899,881.28,19.5,1.64558
11083.5,42120.6,17245,4090.32,63029.2,4253,391.68,11.25,1.64558
8067.84,38596.5,13699,6436.08,65222.7,6467,588.96,18,1.64674
10265,42304.4,15902,6118.56,68685.5,5838,716.4,11.25,1.64674
16170.2,48837.9,21699,9938.88,65063.9,10011,954.72,40.5,1.64791
12923.5,46416.2,18247,7674.48,64688.7,7775,1136.88,31.5,1.64791
10641.3,42567.7,16383,5986.08,64843.6,6050,414,5.25,1.65023
12841,68798.7,12232,8382.96,94868.9,5791,673.92,13.5,1.6514
10733.4,45382.4,15500,6720.48,70991.9,6204,734.4,30,1.6514
14655.4,52181.6,18406,9504.72,70929.3,8782,1222.56,42,1.6514
24784.6,87163.2,18635,19341.4,103465,12251,1497.6,36.75,1.65256
10981.8,46800.7,15378,6122.88,70521.8,5690,923.04,11.25,1.65256
16371.8,51477.5,20843,12777.8,67213.1,12459,1014.48,22.5,1.65489
8387.2,39929.1,13766,6488.64,66464.4,6398,655.2,31.5,1.65489
9778.56,41024.8,15621,7267.68,65380.2,7285,458.64,12,1.65605
8361.6,38539,14219,5273.28,64152.5,5387,594,10.5,1.65605
12169,44588.2,17886,6109.2,64420.4,6215,508.32,12,1.65605
24440.3,63717.1,25138,17555,77893.5,14770,1463.76,40.5,1.65605
25688.3,58663,28698,16164,70326.2,15063,1899.36,3.75,1.65838
9258.88,40190.1,15098,5389.2,63948.3,5523,397.44,18.75,1.66071
17241,57665.8,19594,13592.9,75219.4,11843,1206.72,12,1.66071
11860.5,44725.7,17379,7396.56,64195.6,7551,503.28,-12,1.66071
9181.44,39965.1,15056,5572.08,63885.9,5716,558.72,5.25,1.66187
8055.04,38400.8,13747,5310,64075.9,5431,397.44,13.5,1.66187
20952.3,57969.8,23687,13628.9,74240.1,12031,1262.88,30.75,1.66187
14652.2,53388.4,17986,11249.3,72548,10162,1074.24,21,1.66303
11831.7,44283.3,17510,6364.08,63949.1,6522,724.32,-5.25,1.66303
8442.24,38467,14383,4967.28,63755.5,5106,329.76,42,1.66303
24794.2,85621,18978,15332.4,86997.8,11550,1519.92,18,1.6642
17274.2,74848.6,15125,11669,84399.3,9061,1428.48,24.75,1.6642
15552,57095.7,17851,12188.2,73966.4,10799,1251.36,50.25,1.6642
11140.5,44630,16359,7368.48,68293.1,7071,810.72,-6,1.66536
7788.8,37928.9,13458,6327.36,64369.7,6442,879.84,14.25,1.66536
9927.04,41443.4,15698,6534,63438.9,6750,677.52,44.25,1.66536
27508.5,83404.8,21615,18685.4,87776.4,13951,2338.56,87.75,1.66536
8131.84,40400.9,13191,6615.36,68479.6,6331,458.64,13.5,1.66653
9609.6,40489.6,15554,6243.12,62695.2,6526,407.52,17.25,1.66653
11679.4,45250.9,16915,8196.48,64477.8,8331,594.72,18.75,1.66653
18600.3,52297,23309,10832.4,68097.1,10425,1141.2,12.75,1.66769
10661.8,42843.2,16309,7399.44,66165.9,7329,937.44,39.75,1.66769
9211.52,44444.2,13583,7159.68,70336.8,6671,1103.04,6.75,1.66885
12228.5,45557.7,17591,9182.88,67113.8,8967,846,44.25,1.66885
