"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Event #","FITC-A","PE-A","(Event #%8) - 0.5 + (Event #/(89159 + 1))","Time"
12600.3,64083.1,12886,3610.8,62902,3762,43625,385.2,3.75,-0.0107223,6.19943
13353.6,73621.7,11887,8355.6,70177.2,7803,43633,1108.8,-9.75,-0.0106326,6.19943
22087,69437.6,20846,16891.9,68339.3,16199,43641,1040.4,36.75,-0.0105428,6.20059
9924.48,63380.5,10262,3324.96,63381.2,3438,43649,311.04,7.5,-0.0104531,6.20176
13518.7,73329.2,12082,7863.84,70539.9,7306,43657,591.12,33,-0.0103634,6.20292
12325.8,73448,10998,8065.44,71681.1,7374,43665,548.64,12,-0.0102737,6.20292
18039,65820.7,17961,7309.44,64170.3,7465,43681,358.56,37.5,-0.0100942,6.20525
18249,67519,17713,10428.5,65988.3,10357,43697,630.72,12,-0.00991476,6.20758
12748.8,70913.7,11782,7084.08,68943,6734,43705,433.44,-6,-0.00982503,6.20874
12098.6,70454.2,11254,7598.88,69032.5,7214,43713,637.2,21.75,-0.00973531,6.2099
28400.6,82697.1,22507,19748.2,74801.5,17302,43721,2342.16,45.75,-0.00964558,6.21107
11742.7,65556.8,11739,5466.24,66897.4,5355,43729,410.4,-24,-0.00955585,6.21107
12433.3,63544.2,12823,4018.32,63137.1,4171,43745,463.68,16.5,-0.0093764,6.21339
26668.8,74886.1,23339,19735.2,72734.6,17782,43753,1143.36,21.75,-0.00928668,6.21456
14027.5,64817.6,14183,5490.72,63722.3,5647,43761,689.76,-9.75,-0.00919695,6.21572
14924.8,76780.9,12739,9938.16,71864.4,9063,43769,744.48,45,-0.00910722,6.21572
17724.8,75907.5,15303,12861.4,71171.3,11843,43793,1031.04,7.5,-0.00883804,6.21921
22549.8,102074,14478,10201,104933,6371,43801,782.64,-4.5,-0.00874832,6.22038
15689,65506.6,15696,6163.2,64204.7,6291,43825,677.52,16.5,-0.00847914,6.22387
14307.2,65928.6,14222,5967.36,64801.5,6035,43833,464.4,-3,-0.00838941,6.22503
10757.8,64197.8,10982,3662.64,63737.3,3766,43849,303.84,-6,-0.00820996,6.22736
10393,64880.3,10498,2961.36,64995.2,2986,43857,321.84,11.25,-0.00812023,6.22852
18799.4,65631.5,18772,7583.04,64456.8,7710,43865,722.88,-7.5,-0.00803051,6.22969
15504.6,74375.1,13662,9996.48,69731.7,9395,43881,624.96,20.25,-0.00785105,6.23201
23312.6,82184.9,18590,15341,72210.8,13923,43889,1675.44,11.25,-0.00776133,6.23318
24959.4,109202,14979,15825.6,101333,10235,43905,1437.84,39,-0.00758188,6.23434
13225.6,70963.9,12214,6803.28,70169.9,6354,43913,587.52,43.5,-0.00749215,6.23551
21891.2,73279.3,19578,11484,72541.2,10375,43929,1033.92,3.75,-0.0073127,6.23783
12289.3,64307.7,12524,4449.6,65618.6,4444,43937,498.96,-12.75,-0.00722297,6.23783
13117.4,69238.4,12416,6689.52,67446.8,6500,43945,588.24,3.75,-0.00713324,6.239
10087.7,63167,10466,4140,62951.1,4310,43953,313.2,-6,-0.00704352,6.24016
11856,63929.1,12154,4430.16,63350.4,4583,43961,434.16,23.25,-0.00695379,6.24132
13545.6,64313.9,13803,3653.28,62626.6,3823,43969,443.52,-33,-0.00686406,6.24132
14419.8,65385.6,14453,5567.04,64266.6,5677,43977,628.56,29.25,-0.00677434,6.24249
13201.9,63852.5,13550,4112.64,62988.1,4279,43985,573.12,9.75,-0.00668461,6.24365
7138.56,61670.5,7586,2545.2,62849.4,2654,43993,252.72,10.5,-0.00659489,6.24482
27077.1,76822.6,23099,18364.3,72231.7,16662,44001,2005.2,21.75,-0.00650516,6.24482
14291.2,64229.1,14582,4359.6,63182.4,4522,44009,658.8,21,-0.00641543,6.24598
13692.2,64361.6,13942,4340.88,63871.6,4454,44017,430.56,8.25,-0.00632571,6.24714
11045.1,70751,10231,7053.12,70258.9,6579,44025,661.68,0,-0.00623598,6.24714
7963.52,62234.4,8386,3391.2,64568.8,3442,44033,229.68,13.5,-0.00614625,6.24831
21714.6,76190.5,18678,12550.3,72826.1,11294,44041,1622.16,43.5,-0.00605653,6.24947
10822.4,66032.7,10741,6495.84,68519.5,6213,44049,635.04,18,-0.0059668,6.24947
15530.2,64161.2,15863,6687.36,63747.3,6875,44057,466.56,27.75,-0.00587707,6.2518
10105.6,63152.5,10487,3918.96,63212.6,4063,44065,279.36,27,-0.00578735,6.2518
16812.8,72993.9,15095,8372.88,70575.6,7775,44073,970.56,31.5,-0.00569762,6.25296
12842.9,62240,13523,3802.32,63197.8,3943,44081,509.76,15,-0.0056079,6.25413
16042.2,64200.3,16376,6765.12,63445.8,6988,44089,558.72,32.25,-0.00551817,6.25529
11978.2,69426.5,11307,7621.92,68860,7254,44097,480.24,27,-0.00542844,6.25529
10638.7,64212.5,10858,6202.08,67305.8,6039,44105,804.96,18,-0.00533872,6.25645
17196.2,65120,17306,6264.72,63921,6423,44121,714.24,-0.75,-0.00515926,6.25878
10531.8,62570.5,11031,3343.68,62484,3507,44129,311.04,15.75,-0.00506954,6.25878
16145.9,68337.6,15484,8625.6,68271.4,8280,44137,919.44,18,-0.00497981,6.25994
11319,68723.8,10794,6096.96,68572.2,5827,44145,531.36,24.75,-0.00489009,6.26111
15664,72517.4,14156,7019.28,71608.9,6424,44153,951.84,11.25,-0.00480036,6.26111
22156.2,72565,20010,12079.4,69472.4,11395,44161,1354.32,45,-0.00471063,6.26227
7175.68,63216.2,7439,2884.32,63817.3,2962,44169,282.24,18,-0.00462091,6.26344
12560,74002.7,11123,8188.56,71069.5,7551,44177,904.32,15.75,-0.00453118,6.2646
24350.1,77092.1,20700,18258.5,73831.5,16207,44185,1168.56,48.75,-0.00444145,6.26576
8809.6,62816.4,9191,3225.6,63234.5,3343,44193,360,-0.75,-0.00435173,6.26693
14767.4,71965.6,13448,9286.56,70115.7,8680,44201,682.56,-3,-0.004262,6.26809
22963.2,68708.2,21903,13437.4,65591.5,13426,44209,1032.48,60.75,-0.00417227,6.26926
15516.2,72062,14111,8206.56,70303.9,7650,44217,833.76,13.5,-0.00408255,6.27042
10672,66679.4,10489,5934.96,68165.7,5706,44225,594.72,-1.5,-0.00399282,6.27275
23235.2,75026.7,20296,13798.1,74511.5,12136,44233,1000.08,29.25,-0.0039031,6.27391
10236.2,62847.8,10674,3476.16,63813.3,3570,44241,478.8,-19.5,-0.00381337,6.27507
10410.2,64277.9,10614,4356.72,63989.7,4462,44249,365.76,6,-0.00372364,6.27624
13852.2,74521,12182,7531.92,70657.3,6986,44257,1329.84,6.75,-0.00363392,6.2774
6768.64,62583.2,7088,2759.04,64485.2,2804,44265,299.52,-16.5,-0.00354419,6.27856
8721.92,62896.1,9088,3593.52,64557.3,3648,44273,239.76,13.5,-0.00345446,6.27973
23820.8,83166.6,18771,18211.7,74376.6,16047,44281,2536.56,66,-0.00336474,6.27973
14951,64915.3,15094,5559.12,64254.4,5670,44297,326.16,36,-0.00318528,6.28089
15234.6,64509.4,15477,6113.52,65659.7,6102,44305,645.84,21.75,-0.00309556,6.28206
27982.7,84072.6,21813,17439.1,83771.2,13643,44313,1843.2,56.25,-0.00300583,6.28322
15273.6,70965.7,14105,8362.08,69220.3,7917,44329,780.48,51,-0.00282638,6.28438
16403.8,66843.4,16083,8047.44,65604.8,8039,44337,647.28,-4.5,-0.00273665,6.28555
11733.1,64824,11862,4556.16,65052.8,4590,44345,445.68,-15.75,-0.00264693,6.28671
14188.2,65283.7,14243,4915.44,64803.5,4971,44353,289.44,13.5,-0.0025572,6.28904
19897.6,70221.3,18570,9930.24,70317.5,9255,44361,879.12,15,-0.00246747,6.28904
9072.64,68170.7,8722,6315.84,69565.5,5950,44369,751.68,45.75,-0.00237775,6.2902
9617.28,64301,9802,3762,64355.6,3831,44377,290.16,10.5,-0.00228802,6.29137
15616.6,66093.1,15485,6285.6,65375.8,6301,44385,351.36,24.75,-0.0021983,6.29253
11159.7,66541.8,10991,5213.52,69080.7,4946,44393,583.92,8.25,-0.00210857,6.29369
18109.4,73665.2,16111,11560.3,72659.2,10427,44401,748.8,39,-0.00201884,6.29486
16136.3,78270.3,13511,10960.6,72184.8,9951,44409,676.8,18.75,-0.00192912,6.29602
10016,63031.4,10414,2939.04,63297.1,3043,44417,128.16,-10.5,-0.00183939,6.29602
9915.52,63496.5,10234,3101.76,63783.2,3187,44425,452.88,12,-0.00174966,6.29719
14219.5,72605.4,12835,8526.24,70740.1,7899,44433,613.44,6.75,-0.00165994,6.29835
14561.3,65731.4,14518,7233.84,63874.6,7422,44441,587.52,-11.25,-0.00157021,6.29835
10010.9,63407.1,10347,3682.08,63804.6,3782,44449,475.92,4.5,-0.00148048,6.29951
9090.56,64798.7,9194,5317.92,66983.5,5203,44457,560.16,40.5,-0.00139076,6.30068
22956.8,79911.7,18827,13471.9,74777.3,11807,44473,1471.68,50.25,-0.00121131,6.303
12672,70540.4,11773,6855.84,71295.5,6302,44481,901.44,27.75,-0.00112158,6.30417
13229.4,72839.2,11903,7325.28,71079.3,6754,44489,710.64,17.25,-0.00103185,6.30533
17314.6,73607.1,15416,8693.28,71144.2,8008,44497,928.8,9.75,-0.000942126,6.30533
13838.7,63689.2,14240,4584.96,64000,4695,44513,628.56,-4.5,-0.000762674,6.30766
12559.4,63746.1,12912,4499.28,63934.3,4612,44521,255.6,-0.75,-0.000672947,6.30882
16811.5,64600.4,17055,4704.48,63991.9,4818,44529,383.04,24,-0.000583221,6.30999
8090.88,63593.7,8338,3040.56,63663.3,3130,44537,340.56,-10.5,-0.000493495,6.31115
28221.4,79563,23246,19692.7,73688.6,17514,44545,2540.16,39,-0.000403768,6.31231
7669.76,63377.3,7931,2873.52,63492.6,2966,44553,333.36,24,-0.000314042,6.31348
17440.6,67640.5,16898,9431.28,68236.7,9058,44561,802.8,45.75,-0.000224316,6.31348
17728.6,70114.3,16571,9884.88,69403.9,9334,44569,819.36,28.5,-0.000134589,6.31464
11779.2,62863.3,12280,3697.92,63441.6,3820,44577,383.76,5.25,-4.48632e-05,6.31581
13884.8,70136.8,12974,7313.76,69115.3,6935,44585,1020.96,9.75,4.48632e-05,6.31581
12665.6,63620.2,13047,5371.92,65159,5403,44593,347.76,-12,0.000134589,6.31697
8663.04,62595.5,9070,3608.64,63866,3703,44601,191.52,17.25,0.000224316,6.31813
20057,85337.5,15403,15307.2,74785.5,13414,44609,1357.92,41.25,0.000314042,6.31813
16229.8,75822.2,14028,8886.24,72004,8088,44617,981.36,-16.5,0.000403768,6.3193
8744.96,63271.1,9058,3603.6,62709.9,3766,44625,303.12,18,0.000493495,6.3193
11424.6,64042.9,11691,4365.36,63321.9,4518,44633,229.68,12,0.000583221,6.32046
8508.8,62500.9,8922,2898,61945,3066,44641,134.64,-7.5,0.000672947,6.32046
13111.7,64793.2,13262,5390.64,66269.2,5331,44649,450.72,-8.25,0.000762674,6.32162
12745,66432.3,12573,5398.56,67045.7,5277,44673,825.84,3,0.00103185,6.32395
12615.7,64196.1,12879,4296.96,64440.6,4370,44681,622.08,20.25,0.00112158,6.32512
20841,72813.4,18758,9236.16,71974,8410,44697,1170,9,0.00130103,6.32744
9904.64,64639.6,10042,4110.48,64399.8,4183,44705,306.72,-3,0.00139076,6.32861
16995.2,75465.6,14759,11952,70042.6,11183,44713,683.28,33.75,0.00148048,6.32977
13580.2,73051.8,12183,8732.88,71620.3,7991,44721,911.52,18.75,0.00157021,6.33094
10873,69839.3,10203,7067.52,69358.6,6678,44729,523.44,24.75,0.00165994,6.33094
13848.3,75017.6,12098,6876,70964.7,6350,44745,1293.12,19.5,0.00183939,6.33326
12804.5,73295,11449,7973.28,70139.2,7450,44753,611.28,29.25,0.00192912,6.33443
9104.64,62901.3,9486,3052.8,63655.2,3143,44761,213.12,-27.75,0.00201884,6.33559
12345,64178.9,12606,3976.56,64015.7,4071,44769,471.6,10.5,0.00210857,6.33675
9668.48,63547.6,9971,3702.24,63465.9,3823,44777,182.16,17.25,0.0021983,6.33792
9363.84,63251.8,9702,2878.56,64122.8,2942,44785,347.04,7.5,0.00228802,6.33908
10878.1,68116.4,10466,5865.12,68565.2,5606,44793,660.24,39,0.00237775,6.33908
18554.9,64826.3,18758,7151.04,66854.6,7010,44801,753.84,24.75,0.00246747,6.34025
10743,64669.4,10887,6112.8,66117.9,6059,44809,714.96,33.75,0.0025572,6.34141
11520,76213.9,9906,8516.88,72207.3,7730,44817,1056.96,20.25,0.00264693,6.34257
14566.4,75625.7,12623,8961.12,73391.1,8002,44825,1027.44,14.25,0.00273665,6.34374
16820.5,75632.7,14575,13111.2,72188.2,11903,44833,1049.76,39,0.00282638,6.34374
13512.3,68055.9,13012,7310.16,68645.7,6979,44849,595.44,0,0.00300583,6.34606
16437.1,64411.8,16724,6258.24,63765.6,6432,44857,270,-6.75,0.00309556,6.34723
16282.2,72614.7,14695,11386.1,69790.3,10692,44865,1131.84,33.75,0.00318528,6.34839
14293.1,64703.6,14477,4530.96,65376.7,4542,44873,641.52,18,0.00327501,6.34956
14137.6,65275.6,14194,5276.16,64390.8,5370,44881,473.76,7.5,0.00336474,6.35072
27273,80519,22198,19857.6,73900.5,17610,44889,2380.32,12,0.00345446,6.35188
13295.4,65676.1,13267,7033.68,64496.9,7147,44905,342,-1.5,0.00363392,6.35305
9998.72,63305.6,10351,4592.16,63092.6,4770,44913,252.72,-36,0.00372364,6.35305
9944.32,66419.8,9812,6212.16,68584.9,5936,44921,503.28,-11.25,0.00381337,6.35537
8608.64,62644.4,9006,3315.6,62910,3454,44929,398.16,-2.25,0.0039031,6.35537
10046.7,73690.2,8935,7171.92,70668.9,6651,44937,1208.16,12.75,0.00399282,6.35654
14771.2,65364.3,14810,7902,65760.7,7875,44945,1031.04,24.75,0.00408255,6.35654
13781.1,64636.1,13973,6169.68,65928,6133,44953,636.48,42,0.00417227,6.3577
21017,77615.7,17746,15264.7,71630.3,13966,44961,1628.64,38.25,0.004262,6.3577
14301.4,73579.8,12738,7397.28,72378.1,6698,44969,907.2,32.25,0.00435173,6.36003
22284.2,76658.2,19051,16938,71202.6,15590,44977,1315.44,38.25,0.00444145,6.36003
13562.2,63860.8,13918,4381.2,64450.4,4455,44993,491.04,-6,0.00462091,6.36236
9424.64,62929.5,9815,4244.4,63232.8,4399,45001,198,7.5,0.00471063,6.36352
13004.2,63871.7,13343,4632.48,63262,4799,45009,311.76,-10.5,0.00480036,6.36468
10058.9,63198,10431,3433.68,63317.3,3554,45017,277.92,-21,0.00489009,6.36585
8566.4,63015.8,8909,3026.16,63442.9,3126,45033,262.08,26.25,0.00506954,6.36701
12359.7,65736.4,12322,6510.24,68090.5,6266,45041,623.52,7.5,0.00515926,6.36934
10036.5,63723.2,10322,4579.2,65041.7,4614,45049,423.36,-4.5,0.00524899,6.36934
9472,62677.4,9904,2931.12,62940.3,3052,45057,250.56,18,0.00533872,6.3705
15268.5,76134.5,13143,8781.12,71612.7,8036,45065,623.52,29.25,0.00542844,6.37167
18614.4,68708.2,17755,8724.24,69742.9,8198,45073,1329.12,40.5,0.00551817,6.37283
22986.9,77215.2,19510,12124.1,71466.4,11118,45081,1417.68,11.25,0.0056079,6.37283
7491.2,62034.8,7914,2489.76,62017.8,2631,45089,81.36,-2.25,0.00569762,6.37399
24060.8,74835,21071,12615.8,71404.4,11579,45097,1141.2,-7.5,0.00578735,6.37516
9121.28,62255,9602,2898,62846.9,3022,45105,141.12,18.75,0.00587707,6.37632
18936.3,76308.8,16263,10939.7,73105.2,9807,45113,735.84,-3,0.0059668,6.37749
16596.5,73164.7,14866,8912.88,70836.1,8246,45121,531.36,22.5,0.00605653,6.37749
10152.3,63791.2,10430,4218.48,63848.1,4330,45129,548.64,11.25,0.00614625,6.37865
11505.3,69149.9,10904,6562.8,68454.5,6283,45145,419.04,15,0.00632571,6.38098
12786.6,74092,11310,6380.64,71517.3,5847,45153,851.04,-4.5,0.00641543,6.38098
10053.8,63907.2,10310,3240.72,63778.9,3330,45161,255.6,45.75,0.00650516,6.38214
17050.2,65025.9,17184,6616.08,64792.5,6692,45169,344.16,40.5,0.00659489,6.38214
17837.4,65511.9,17844,5889.6,64631.8,5972,45177,204.48,8.25,0.00668461,6.38331
16249,66710,15963,10458,64378.7,10646,45185,830.88,12.75,0.00677434,6.38447
15131.5,65043.9,15246,5619.6,64083.2,5747,45193,388.08,38.25,0.00686406,6.38563
15452.8,64627.6,15670,4262.4,64157.3,4354,45201,601.92,6,0.00695379,6.3868
11877.1,69479.5,11203,7614,67696.5,7371,45209,985.68,24,0.00704352,6.38796
23732.5,76387.8,20361,13380.5,73608.9,11913,45225,1563.12,38.25,0.00722297,6.38912
16533.1,77222.9,14031,9514.08,72687.7,8578,45249,975.6,2.25,0.00749215,6.39145
13074.6,63630.9,13466,4170.96,64015.9,4270,45257,351.36,18.75,0.00758188,6.39261
10266.2,63020.6,10676,3731.04,63942.8,3824,45265,282.96,-22.5,0.0076716,6.39378
20359.7,65969.1,20226,8621.28,66051.5,8554,45281,879.12,-1.5,0.00785105,6.39494
27665.9,77543.1,23382,19562.4,72081.5,17786,45289,1886.4,35.25,0.00794078,6.39611
10850.6,63316,11231,3800.16,63242.1,3938,45297,344.88,-20.25,0.00803051,6.39843
11473.3,74483.7,10095,7860.96,70591.4,7298,45305,1080,39.75,0.00812023,6.39843
9097.6,64047.7,9309,3078,63096.6,3197,45313,239.76,1.5,0.00820996,6.3996
8380.16,63668.2,8626,3662.64,64009.3,3750,45321,306.72,-25.5,0.00829969,6.40076
10345,64225.8,10556,3282.48,63270.8,3400,45329,270,-8.25,0.00838941,6.40076
7187.2,63317.7,7439,3021.84,64090.4,3090,45337,291.6,-8.25,0.00847914,6.40193
10031.4,63950.9,10280,3781.44,64069.4,3868,45345,432,-3.75,0.00856887,6.40309
21728,73222.9,19447,10685.5,72651.3,9639,45353,1501.2,-11.25,0.00865859,6.40425
11680.6,64230.8,11918,3767.76,64792.4,3811,45361,516.96,3.75,0.00874832,6.40425
9326.72,64003.8,9550,3283.92,64921.6,3315,45369,340.56,-7.5,0.00883804,6.40542
7424,63566.7,7654,2734.56,64141.8,2794,45377,211.68,28.5,0.00892777,6.40658
8615.68,63264.7,8925,3142.8,63452.4,3246,45393,237.6,18.75,0.00910722,6.40891
16060.8,76745.2,13715,11017.4,71073.8,10159,45401,830.16,27,0.00919695,6.40891
9365.12,63312.6,9694,3646.8,63988.4,3735,45409,407.52,-9,0.00928668,6.41007
13799,71106.6,12718,7543.44,72626.3,6807,45417,726.48,9.75,0.0093764,6.41124
10696.3,63668.8,11010,3893.76,63699.8,4006,45425,269.28,38.25,0.00946613,6.4124
19434.9,65240.2,19523,8957.52,65060.4,9023,45433,650.88,12,0.00955585,6.4124
21733.8,79777.3,17854,10783.4,76466.5,9242,45441,1330.56,-18,0.00964558,6.41356
22853.8,76077.8,19687,18442.1,70207.4,17215,45449,1123.2,22.5,0.00973531,6.41473
15050.2,64335.8,15331,6238.08,64128.4,6375,45457,455.76,-3.75,0.00982503,6.41589
18890.2,72118.8,17166,11129.8,70473.4,10350,45465,1131.84,41.25,0.00991476,6.41705
9874.56,62963.5,10278,3347.28,63218.3,3470,45473,241.92,35.25,0.0100045,6.41822
10003.2,63230.1,10368,3302.64,64648.1,3348,45489,220.32,45.75,0.0101839,6.41938
15603.2,68661.2,14893,4055.04,67690,3926,45497,1193.76,46.5,0.0102737,6.42055
12173.4,63767.8,12511,4552.56,63874.2,4671,45505,848.88,9.75,0.0103634,6.42055
15467.5,74876.6,13538,8480.16,71970.5,7722,45513,965.52,42.75,0.0104531,6.42171
11993.6,64459,12194,4350.24,63951.9,4458,45521,511.2,9.75,0.0105428,6.42287
12771.2,64491.7,12978,3636,63273.7,3766,45529,311.76,12,0.0106326,6.42404
20235.5,101087,13119,11618.6,87011.7,8751,45537,666.72,44.25,0.0107223,6.4252
10453.8,64656.2,10596,3744,64366.9,3812,45545,290.16,-6,0.010812,6.42636
14157.4,70782.9,13108,6647.04,69777.4,6243,45553,600.48,36,0.0109018,6.42753
19854.7,74640,17433,7534.8,73867,6685,45561,576.72,24.75,0.0109915,6.42869
15968,65940.7,15870,5803.92,64490.6,5898,45569,742.32,24.75,0.0110812,6.42869
10667.5,77506.3,9020,7559.28,70741.8,7003,45577,862.56,11.25,0.0111709,6.42986
9402.88,65209.2,9450,3556.08,64042.7,3639,45585,387.36,28.5,0.0112607,6.43102
19331.2,72948.1,17367,11705,71778.9,10687,45601,930.24,3,0.0114401,6.43335
20295.7,79823.4,16663,9848.16,72820.6,8863,45609,910.08,21,0.0115298,6.43451
12378.9,64823.2,12515,4823.28,65107.8,4855,45617,475.2,-8.25,0.0116196,6.43451
21956.5,77064,18672,12729.6,73495.5,11351,45625,1072.8,18,0.0117093,6.43567
11537.9,63885.5,11836,3642.48,63085,3784,45633,293.76,21.75,0.011799,6.43684
10697.6,74797.6,9373,7562.16,71073.2,6973,45641,848.16,42.75,0.0118887,6.438
15345.9,76760.1,13102,9243.36,72030.1,8410,45649,797.04,40.5,0.0119785,6.43917
8295.04,63993.4,8495,3862.8,64137.9,3947,45657,153.36,37.5,0.0120682,6.44033
16647,74873.4,14571,12211.9,69988.7,11435,45665,817.92,27.75,0.0121579,6.44033
7454.72,64055.7,7627,3048.48,64239.6,3110,45673,193.68,4.5,0.0122476,6.44149
10688.6,66675.3,10506,4825.44,69625.7,4542,45681,561.6,-17.25,0.0123374,6.44266
24196.5,73724.5,21509,16706.9,70470.6,15537,45689,2476.8,23.25,0.0124271,6.44382
9027.84,65310.6,9059,5193.36,67758.7,5023,45705,554.4,3.75,0.0126066,6.44615
8543.36,64459.8,8686,3751.92,64401.7,3818,45713,404.64,-6.75,0.0126963,6.44731
12087.7,64562.2,12270,4237.2,64473.9,4307,45729,300.24,-2.25,0.0128757,6.44848
7860.48,63826.6,8071,3198.96,63625.8,3295,45737,84.24,-38.25,0.0129655,6.44848
22199.7,68902.6,21115,13116.2,65169.5,13190,45745,1319.04,40.5,0.0130552,6.44964
17693.4,71129.8,16302,8217.36,71546.8,7527,45753,515.52,29.25,0.0131449,6.4508
15102.7,72889.9,13579,10183.7,69826.1,9558,45761,840.96,12.75,0.0132346,6.4508
13977,76748.6,11935,8285.76,70457.5,7707,45769,666,15.75,0.0133244,6.45197
9317.12,63964.7,9546,3107.52,63050.9,3230,45777,364.32,1.5,0.0134141,6.45197
12564.5,64501.5,12766,4713.12,63831.2,4839,45785,354.96,38.25,0.0135038,6.45313
15733.8,68741.9,15000,8160.48,68927.1,7759,45801,694.08,-5.25,0.0136833,6.45429
8106.88,68228.1,7787,5672.16,67747.5,5487,45809,336.24,-24,0.013773,6.45546
14062.1,71484.1,12892,7644.24,71567.6,7000,45817,855.36,5.25,0.0138627,6.45662
10934.4,64704,11075,4520.16,63912.2,4635,45825,381.6,12.75,0.0139524,6.45779
17427.8,65818.6,17353,7176.24,63787.1,7373,45833,558,9,0.0140422,6.45779
19175,69698,18030,9653.76,69348.8,9123,45841,1136.16,30.75,0.0141319,6.45895
13504,73443.8,12050,7903.44,71128.8,7282,45849,516.24,-6,0.0142216,6.46011
23748.5,79415.3,19598,14117.8,74023.6,12499,45857,1510.56,24.75,0.0143113,6.46128
21271.7,75595.7,18441,14378.4,70143.1,13434,45865,1271.52,31.5,0.0144011,6.46128
13377.9,65078.3,13472,5934.24,66185.6,5876,45873,494.64,3.75,0.0144908,6.46244
14409.6,66601.8,14179,7036.56,64199.9,7183,45881,527.76,3,0.0145805,6.46361
21113.6,72191.8,19167,9835.2,70536.2,9138,45889,1350.72,12.75,0.0146703,6.46477
10419.2,71084,9606,6160.32,69920.8,5774,45897,605.52,-7.5,0.01476,6.46593
8456.96,64036.4,8655,3813.84,63728.7,3922,45905,259.92,-6,0.0148497,6.4671
14847.4,65295.7,14902,6567.12,64447.9,6678,45913,419.76,32.25,0.0149394,6.4671
17015.7,68882.5,16189,11318.4,69258.9,10710,45921,938.88,17.25,0.0150292,6.46826
6469.76,62316.6,6804,2629.44,61456.1,2804,45929,101.52,-3,0.0151189,6.46942
12838.4,64686.5,13007,5591.52,64857.7,5650,45937,491.76,-5.25,0.0152086,6.46942
14490.2,76441.5,12423,9076.32,72619.4,8191,45945,1194.48,30.75,0.0152983,6.47059
22123.5,75882.5,19107,12780.7,72487.9,11555,45953,1235.52,24,0.0153881,6.47175
15225.6,65568.7,15218,7246.8,64580.7,7354,45969,1077.12,0.75,0.0155675,6.47292
15963.5,64980.4,16100,6510.96,63384.2,6732,45977,542.88,-15.75,0.0156572,6.47408
10148.5,69432.2,9579,6701.04,69071.9,6358,45985,484.56,16.5,0.015747,6.47524
12088.3,64054,12368,4875.84,63959.8,4996,45993,414.72,35.25,0.0158367,6.47641
15836.2,64374.1,16122,4732.56,64001.9,4846,46009,460.8,24,0.0160161,6.47757
18862.7,72704.1,17003,9611.28,69878.5,9014,46025,1341.36,21,0.0161956,6.4799
11358.7,64422.8,11555,3929.04,63375.2,4063,46041,366.48,-10.5,0.0163751,6.48106
11527,64683.3,11679,3778.56,64453.9,3842,46049,581.04,12.75,0.0164648,6.48223
21674.2,109172,13011,10571.8,111031,6240,46057,1062,9.75,0.0165545,6.48339
7864.96,63120,8166,3106.8,64148.5,3174,46065,280.08,24,0.0166442,6.48455
11118.7,64886.6,11230,4844.88,65453.3,4851,46073,627.12,39.75,0.016734,6.48572
12696.3,64506.2,12899,3840.48,62938.2,3999,46081,578.16,9.75,0.0168237,6.48688
13130.9,68065,12643,7314.48,68923.3,6955,46089,648.72,26.25,0.0169134,6.48688
13234.6,75823.1,11439,8032.32,71503.1,7362,46097,1096.56,8.25,0.0170031,6.48804
10558.7,65342.4,10590,6390.72,67737.7,6183,46113,905.04,10.5,0.0171826,6.49037
14042.9,68121,13510,6422.4,68751.8,6122,46121,703.44,12,0.0172723,6.49154
13509.1,69716.8,12699,6701.76,69959.6,6278,46129,995.76,-12.75,0.017362,6.49154
14917.8,74053.2,13202,8262,71868.6,7534,46137,992.16,24.75,0.0174518,6.4927
20619.5,74126.2,18230,11786.4,71561.4,10794,46153,1254.24,34.5,0.0176312,6.49386
16577.9,71642,15165,7950.24,70820.6,7357,46161,871.2,39,0.017721,6.49619
13414.4,64141.7,13706,4561.2,63940.7,4675,46169,446.4,24.75,0.0178107,6.49619
13734.4,64114.1,14039,4316.4,63956.5,4423,46177,235.44,10.5,0.0179004,6.49735
10876.2,73098.1,9751,7033.68,70022.7,6583,46185,782.64,-6.75,0.0179901,6.49852
11169.3,64812.3,11294,3715.92,64923.1,3751,46201,261.36,6,0.0181696,6.49968
22631,74665.1,19864,12871.4,72245.9,11676,46209,1110.24,24,0.0182593,6.50085
10934.4,64395.8,11128,3838.32,63282.6,3975,46217,301.68,3,0.018349,6.50201
8359.04,63975,8563,3331.44,63486.3,3439,46225,383.76,0,0.0184388,6.50201
10823.7,64462.1,11004,5556.24,66593.6,5468,46233,652.32,-10.5,0.0185285,6.50317
11430.4,68013.7,11014,5555.52,68721.5,5298,46241,362.16,11.25,0.0186182,6.50317
9325.44,72687,8408,6627.6,68736.6,6319,46249,590.4,-3,0.0187079,6.50434
12844.2,74942.6,11232,9454.32,71054.9,8720,46257,1029.6,9.75,0.0187977,6.5055
16764.2,74779.2,14692,11218.3,71769.2,10244,46265,776.88,40.5,0.0188874,6.50666
12337.3,63895.7,12654,4206.96,63250.1,4359,46273,315.36,24,0.0189771,6.50666
13530.2,72527.2,12226,7792.56,69671.7,7330,46289,825.84,39,0.0191566,6.50783
11397.1,69358.5,10769,7032.96,68091.6,6769,46313,551.52,-28.5,0.0194258,6.51132
14753.9,64919.6,14894,5690.88,63786.1,5847,46329,447.12,-9.75,0.0196052,6.51365
