"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Event #","FITC-A","PE-A","(Event #%8) - 0.5 + (Event #/(89159 + 1))","Time"
24304.6,72299.4,22031,12763.4,69601,12018,25225,2010.24,58.5,-0.217093,3.9708
10280.3,64900.4,10381,4956.48,68630.4,4733,25233,617.04,10.5,-0.217003,3.97196
7353.6,61072.8,7891,2560.32,63485.9,2643,25241,173.52,23.25,-0.216913,3.97313
16849.9,71179.4,15514,8146.8,72789.2,7335,25249,831.6,-9,-0.216824,3.97313
10170.2,62560.2,10654,3592.8,63809.7,3690,25257,351.36,-17.25,-0.216734,3.97429
11176.3,62559.9,11708,3417.84,63489.7,3528,25265,327.6,-26.25,-0.216644,3.97545
13520.6,62901.2,14087,6179.76,63970.4,6331,25297,253.44,23.25,-0.216285,3.98011
12942.1,62906.8,13483,4311.36,63665.9,4438,25305,437.76,27.75,-0.216196,3.98127
10892.8,68800.2,10376,5807.52,70131.1,5427,25313,875.52,21,-0.216106,3.98244
14762.9,66185.5,14618,6688.08,67567.4,6487,25329,974.16,-21.75,-0.215926,3.98476
14645.1,65532.1,14646,6606,67079.5,6454,25337,642.24,28.5,-0.215837,3.98593
7537.28,61369.5,8049,3012.48,62734.6,3147,25345,114.48,0.75,-0.215747,3.98593
11760,63752.4,12089,4738.32,63309,4905,25361,331.2,14.25,-0.215568,3.98826
14412.8,63864.6,14790,6207.84,63036.4,6454,25369,577.44,15,-0.215478,3.98942
12301.4,64181.8,12561,4702.32,65890.8,4677,25385,323.28,22.5,-0.215298,3.99175
16274.6,63675.8,16750,5216.4,63697,5367,25393,346.32,-3,-0.215209,3.99291
11459.8,62653.9,11987,4942.8,63528.4,5099,25401,186.48,15.75,-0.215119,3.99408
11310.1,62550,11850,3620.16,62418,3801,25409,299.52,19.5,-0.215029,3.99524
10353.3,62266,10897,3742.56,63312.4,3874,25425,321.12,-1.5,-0.21485,3.99757
12121.6,63496.2,12511,3303.36,63486.5,3410,25433,356.4,14.25,-0.21476,3.99757
13301.1,63879.7,13646,4123.44,63824.7,4234,25441,576.72,-18,-0.21467,3.99873
11098.9,74533.9,9759,7635.6,71384.7,7010,25449,858.24,33,-0.214581,3.99989
10764.8,62681.6,11255,3106.8,64047.6,3179,25465,345.6,28.5,-0.214401,4.00106
15027.8,63249.9,15571,4749.12,63375.8,4911,25473,346.32,21,-0.214311,4.00222
10618.9,71751.6,9699,7331.04,69559.4,6907,25481,319.68,-15.75,-0.214222,4.00222
15608.3,64386.4,15887,6647.76,64687.1,6735,25489,663.84,-5.25,-0.214132,4.00339
11706.9,62462.1,12283,3610.08,63090.7,3750,25505,357.12,24.75,-0.213952,4.00571
8819.84,62112.3,9306,3610.08,62872.8,3763,25513,173.52,12,-0.213863,4.00571
9660.16,62201.6,10178,3862.08,63690.3,3974,25521,486,-35.25,-0.213773,4.00804
19237.1,78291.2,16103,12967.2,71611.9,11867,25529,1206,18.75,-0.213683,4.00804
11340.2,65594.8,11330,8620.56,68612.7,8234,25537,371.52,18.75,-0.213594,4.00804
16080.6,64361.8,16374,7228.08,65050.7,7282,25545,725.04,9.75,-0.213504,4.0092
17691.5,63586.2,18234,6438.24,63477.7,6647,25553,486,12.75,-0.213414,4.01037
12718.7,74230.5,11229,8197.92,70193.2,7654,25561,900.72,39,-0.213324,4.01037
12785.3,62796.7,13343,5158.08,62484.3,5410,25577,496.08,39,-0.213145,4.01153
9934.08,62246.9,10459,3962.16,63055.9,4118,25585,111.6,-1.5,-0.213055,4.0127
23791.4,74656,20885,17818.6,71901.8,16241,25593,1207.44,60.75,-0.212965,4.01386
10281.6,62932.2,10707,4487.04,63334.6,4643,25617,195.84,-16.5,-0.212696,4.01735
24507.5,78263.6,20522,18663.1,72428.9,16887,25625,1253.52,85.5,-0.212607,4.01851
22298.2,74421.3,19636,13459.7,72804,12116,25633,1009.44,29.25,-0.212517,4.01968
14129.3,64528,14350,5489.28,64389.7,5587,25641,775.44,8.25,-0.212427,4.02084
14446.7,72706.2,13022,6922.08,70981.9,6391,25657,1018.08,-2.25,-0.212248,4.02317
8784.64,61891,9302,3821.04,62588.3,4001,25665,457.2,-9.75,-0.212158,4.0255
10037.1,62091.1,10594,3062.88,61991.6,3238,25673,288,3.75,-0.212068,4.0255
15283.8,63274.9,15830,3570.48,61805.3,3786,25681,458.64,-19.5,-0.211978,4.02666
14126.7,64404.1,14375,6142.32,62946.5,6395,25689,489.6,-21,-0.211889,4.02782
20930.6,73091.3,18767,14657,69105.3,13900,25697,1371.6,30.75,-0.211799,4.02899
11296,65207,11353,6158.88,67170.6,6009,25705,343.44,4.5,-0.211709,4.03015
10318.7,66612.3,10152,5381.28,68719.3,5132,25713,446.4,39.75,-0.21162,4.03015
11027.2,67997.6,10628,7094.88,69616.7,6679,25721,630.72,-0.75,-0.21153,4.03132
16085.1,73317.2,14378,9584.64,69754.5,9005,25729,723.6,21,-0.21144,4.03248
19601.9,72533,17711,13620.2,69724.7,12802,25737,866.16,33,-0.21135,4.03364
12832,71461.4,11768,7752.96,69564.4,7304,25745,871.92,27.75,-0.211261,4.03364
13422.1,63469.9,13859,5049.36,63551.9,5207,25753,334.8,35.25,-0.211171,4.03481
22592.6,73016.6,20278,13790.9,74045.5,12206,25761,1265.76,48,-0.211081,4.03713
10164.5,63141.2,10550,3612.24,63195.9,3746,25769,304.56,-41.25,-0.210991,4.03713
13304.3,75275.1,11583,9071.28,71990.2,8258,25777,1088.64,4.5,-0.210902,4.0383
16984.3,65467.9,17002,6819.84,64896.9,6887,25785,803.52,14.25,-0.210812,4.03946
10270.1,62239.7,10814,3692.16,63760.1,3795,25793,586.08,30,-0.210722,4.04063
12624,62996,13133,4758.48,65722.2,4745,25801,676.08,27.75,-0.210633,4.04179
14332.8,72377.4,12978,10792.8,68818.5,10278,25817,994.32,26.25,-0.210453,4.04295
10447.4,61510.9,11131,3897.36,63505.1,4022,25833,365.76,28.5,-0.210274,4.04528
13667.2,65155.6,13747,7494.48,66489.5,7387,25841,558,33.75,-0.210184,4.04645
16344.3,68316.9,15679,7094.16,69329.4,6706,25849,783.36,4.5,-0.210094,4.04761
10135.7,61306.1,10835,3299.04,62433.1,3463,25857,378,3,-0.210004,4.04877
6314.24,58398.3,7086,2745.36,63374.4,2839,25865,280.8,27,-0.209915,4.04994
15093.8,69981.2,14135,9118.8,70514.4,8475,25873,1575.36,14.25,-0.209825,4.0511
9873.28,60523.4,10691,4107.6,63564.5,4235,25881,334.08,17.25,-0.209735,4.0511
17170.6,63907.9,17608,6639.12,64785.8,6716,25889,397.44,20.25,-0.209646,4.05226
12956.2,68266.2,12438,7621.92,68898,7250,25897,839.52,11.25,-0.209556,4.05343
10368.6,60417.8,11247,4146.48,64060.3,4242,25913,318.24,7.5,-0.209376,4.05459
17387.5,72557,15705,10481,73189.7,9385,25921,1602.72,23.25,-0.209287,4.05576
21283.2,76997.8,18115,13885.2,72318.2,12583,25929,1590.48,15,-0.209197,4.05692
9921.92,60241.1,10794,3617.28,63267.2,3747,25945,220.32,10.5,-0.209018,4.05925
12359.7,69510.3,11653,7758,70605.2,7201,25953,601.2,25.5,-0.208928,4.06041
12499.2,60880.5,13455,4237.92,63788.8,4354,25961,367.2,18.75,-0.208838,4.06041
18560.6,68948.5,17642,9280.08,70966.1,8570,25969,1126.08,1.5,-0.208748,4.06157
8632.96,59261.5,9547,3445.2,63458.3,3558,25977,224.64,7.5,-0.208659,4.06274
10463.4,67679.3,10132,6978.96,69849.3,6548,25985,704.88,6,-0.208569,4.0639
10348.2,65670.3,10327,6089.76,70474.8,5663,25993,585.36,25.5,-0.208479,4.06507
9667.2,63241.1,10018,6615.36,67425.2,6430,26001,504.72,-5.25,-0.208389,4.06507
18944.6,63663,19502,7984.08,64068.2,8167,26017,286.56,10.5,-0.20821,4.06739
7927.04,58727.8,8846,3126.96,63035.5,3251,26025,231.84,2.25,-0.20812,4.06856
17121.9,65181.7,17215,7575.84,66005.1,7522,26033,609.84,22.5,-0.208031,4.06972
12119,61311.8,12954,4398.48,63117.8,4567,26049,438.48,13.5,-0.207851,4.07205
12087,62099.1,12756,4509.36,64077.5,4612,26057,380.16,-23.25,-0.207761,4.07205
10508.8,60871.9,11314,5820.48,66063.6,5774,26065,823.68,18,-0.207672,4.07321
21370.9,65215.2,21476,9143.28,65789.9,9108,26073,846.72,19.5,-0.207582,4.07438
12053.8,61336.7,12879,3829.68,63733.3,3938,26081,427.68,0,-0.207492,4.07554
9376,62148.8,9887,5779.44,69192.8,5474,26089,663.12,24,-0.207402,4.0767
15171.8,72418.2,13730,9819.36,72387.1,8890,26097,589.68,7.5,-0.207313,4.07787
13600.6,63408.4,14057,4239.36,64402.1,4314,26105,636.48,37.5,-0.207223,4.07903
12417.9,61434.3,13247,4752.72,64010.3,4866,26113,390.96,-0.75,-0.207133,4.07903
11748.5,62668.8,12286,4816.08,66155.2,4771,26129,352.8,12,-0.206954,4.08136
20309.8,68563.4,19413,12782.2,69988.4,11969,26137,1548,-3,-0.206864,4.08252
12977.3,70246.9,12107,6607.44,70594.3,6134,26145,586.08,17.25,-0.206774,4.08369
13719,71566.6,12563,8561.52,70817.6,7923,26153,627.12,19.5,-0.206685,4.08369
14613.8,74641.7,12831,9778.32,70251.3,9122,26161,1200.24,25.5,-0.206595,4.08485
11717.1,61495.4,12487,5170.32,63228.6,5359,26169,378,18,-0.206505,4.08485
7689.6,61434.3,8203,3345.84,63928,3430,26177,290.16,-30.75,-0.206415,4.08601
13287.7,62998,13823,4977.36,64287.8,5074,26185,216.72,6,-0.206326,4.08718
10052.5,60612.7,10869,3150.72,63145.4,3270,26193,291.6,32.25,-0.206236,4.08834
13396.5,62182.3,14119,4057.2,66224.8,4015,26201,874.08,31.5,-0.206146,4.08834
14164.5,69456.3,13365,9788.4,70331.4,9121,26225,748.08,35.25,-0.205877,4.09183
11038.1,62442.1,11585,4085.28,63791.5,4197,26233,370.8,43.5,-0.205787,4.093
13386.2,62333.4,14074,3831.84,63431,3959,26241,344.16,0.75,-0.205698,4.09416
11513,62897.1,11996,4750.56,63810.8,4879,26249,343.44,-24,-0.205608,4.09532
10257.9,62281.2,10794,4127.04,64551.2,4190,26257,519.12,9.75,-0.205518,4.09532
25321.6,70251.3,23622,14406.5,70595.4,13374,26265,943.2,36.75,-0.205428,4.09765
14002.6,64159.4,14303,4870.8,64124.7,4978,26273,460.08,30.75,-0.205339,4.09881
16640,64440.1,16923,5484.24,64422.9,5579,26281,268.56,-2.25,-0.205249,4.09998
13821.4,76015.6,11916,9613.44,70988.9,8875,26289,1361.52,37.5,-0.205159,4.09998
12227.8,63358.9,12648,4295.52,64286.6,4379,26297,98.64,-2.25,-0.20507,4.10114
11784.3,72461.7,10658,8725.68,70096.4,8158,26305,902.88,25.5,-0.20498,4.10231
11485.4,62166.3,12108,3870.72,63913.2,3969,26313,321.12,-18,-0.20489,4.10231
12204.8,71549.7,11179,7411.68,68888.4,7051,26321,897.12,22.5,-0.2048,4.10347
14463.4,63980.5,14815,4898.16,64732,4959,26329,414,0,-0.204711,4.10463
14116.5,63123.5,14656,6206.4,63993.5,6356,26337,331.92,17.25,-0.204621,4.1058
12348.8,63613.5,12722,7711.2,66477.4,7602,26345,475.92,16.5,-0.204531,4.1058
12144,70952.1,11217,7212.96,70333.1,6721,26353,766.8,0.75,-0.204441,4.10696
15419.5,71034.3,14226,9776.16,71778,8926,26361,907.2,36,-0.204352,4.10813
18206.7,70590.8,16903,11389.7,71149.9,10491,26369,937.44,69,-0.204262,4.10929
19356.8,75640.5,16771,13578.5,72424.5,12287,26377,1134.72,27.75,-0.204172,4.11045
7754.24,60918.5,8342,2656.08,63297.8,2750,26385,251.28,39.75,-0.204083,4.11162
23356.8,68991.4,22187,17111.5,67592.1,16591,26393,1455.12,25.5,-0.203993,4.11162
13994.9,62197.8,14746,3387.6,63232.6,3511,26401,429.84,-3,-0.203903,4.11278
16274.6,64550.6,16523,5932.08,64675.6,6011,26409,493.2,-1.5,-0.203813,4.11394
11196.8,69705.9,10527,6794.64,70793.9,6290,26417,558,25.5,-0.203724,4.11511
21491.8,68847.9,20458,10688.4,69395.2,10094,26425,1321.92,16.5,-0.203634,4.11627
25566.7,78110.1,21451,17009.3,74220.7,15019,26433,2078.64,12,-0.203544,4.11743
6857.6,61775.9,7275,2904.48,63301.6,3007,26441,167.76,-9.75,-0.203454,4.11743
15598.7,69956.7,14613,6935.76,70657.9,6433,26449,727.2,31.5,-0.203365,4.11976
7861.76,61096.7,8433,3437.28,62835.6,3585,26457,135.36,14.25,-0.203275,4.12093
12100.5,62833.1,12621,4336.56,64694,4393,26473,400.32,-6,-0.203096,4.12209
12225.3,62593.4,12800,5556.96,64252.1,5668,26489,882,-11.25,-0.202916,4.12442
11059.2,66597.1,10883,6541.2,68798.6,6231,26497,595.44,-18,-0.202826,4.12675
11251.8,61378.4,12014,4193.28,63044.5,4359,26505,250.56,2.25,-0.202737,4.12675
7985.92,60372,8669,2711.52,62792.3,2830,26513,243.36,6.75,-0.202647,4.12907
18548.5,69709.4,17438,10071.4,69697.6,9470,26521,962.64,44.25,-0.202557,4.12907
10569,62176.6,11140,4263.12,64153.3,4355,26529,627.12,-15.75,-0.202467,4.1314
14497.3,64009.5,14843,5344.56,64068.2,5467,26537,409.68,20.25,-0.202378,4.13256
13360,63071.7,13882,5232.96,65510.5,5235,26545,385.92,-14.25,-0.202288,4.13256
17363.2,70302.4,16186,8964,70447.9,8339,26561,862.56,29.25,-0.202109,4.13489
11814.4,70247.6,11022,6018.48,70395.7,5603,26569,739.44,4.5,-0.202019,4.13606
15022.1,70230.2,14018,6523.92,70716.4,6046,26577,825.12,33,-0.201929,4.13722
15659.5,65883.2,15577,9014.4,67771.9,8717,26585,572.4,44.25,-0.201839,4.13838
13772.8,63270.3,14266,4146.48,63984.9,4247,26593,501.12,30.75,-0.20175,4.13955
8938.24,61901.8,9463,3812.4,63949.2,3907,26601,370.8,28.5,-0.20166,4.14071
12613.8,62777.6,13168,3998.88,63241,4144,26617,322.56,13.5,-0.20148,4.14304
13088,63696.4,13466,6662.88,65890.8,6627,26625,786.96,11.25,-0.201391,4.14304
8931.2,62201.4,9410,3546.72,63196.8,3678,26633,306.72,22.5,-0.201301,4.1442
11561.6,62526.9,12118,4049.28,63638.8,4170,26641,359.28,11.25,-0.201211,4.14537
15280,62968.6,15903,6598.08,62887.1,6876,26649,426.96,16.5,-0.201122,4.14653
14243.2,70512.3,13238,6317.28,70674.2,5858,26657,791.28,30,-0.201032,4.14769
19217.3,69991.3,17994,13724.6,69536.8,12935,26673,850.32,57,-0.200852,4.15002
15556.5,76185.1,13382,9401.76,72166.1,8538,26681,1014.48,38.25,-0.200763,4.15119
11442.6,70818.7,10589,6914.88,69271.4,6542,26689,650.88,-8.25,-0.200673,4.15119
16988.8,70744.6,15738,7633.44,71191.9,7027,26697,1085.04,36.75,-0.200583,4.15235
12071,65732.3,12035,5724.72,68325.5,5491,26705,663.84,-10.5,-0.200493,4.15351
12334.7,63277.4,12775,4448.16,64111.4,4547,26713,369.36,-15.75,-0.200404,4.15468
17791.4,66162.1,17623,7311.6,66746.5,7179,26729,1116,16.5,-0.200224,4.15584
22786.6,72327.2,20647,13000.3,70511.4,12083,26737,1569.6,52.5,-0.200135,4.157
18393.6,73030.6,16506,11526.5,71036.2,10634,26745,1015.92,37.5,-0.200045,4.157
12219.5,66712.6,12004,8687.52,68005.9,8372,26753,908.64,64.5,-0.199955,4.15933
12986.2,61787.9,13774,4194.72,63269.3,4345,26761,522,6.75,-0.199865,4.16049
27127.7,74178.6,23967,15654.2,72034.6,14242,26769,2168.64,36.75,-0.199776,4.16166
11357.4,70525,10554,7169.04,70555.7,6659,26777,981.36,0,-0.199686,4.16282
23211.5,76257.8,19948,12891.6,72940,11583,26785,860.4,-7.5,-0.199596,4.16282
12197.1,73686.4,10848,8272.08,71784.8,7552,26793,882.72,20.25,-0.199507,4.16399
10941.4,61826,11598,4249.44,63322.3,4398,26801,276.48,-9,-0.199417,4.16515
12653.4,71229.7,11642,7884.72,69781.6,7405,26809,554.4,12,-0.199327,4.16631
15097,71312.8,13874,10168.6,70728.8,9422,26817,629.28,15.75,-0.199237,4.16748
10641.3,63094.8,11053,6678.72,67244.8,6509,26825,509.76,40.5,-0.199148,4.16864
17692.8,64392.5,18007,6853.68,64322.3,6983,26833,612,16.5,-0.199058,4.17097
15031,63779.5,15445,6045.12,63826.8,6207,26841,509.04,40.5,-0.198968,4.17213
12540.2,72280.7,11370,9442.08,70166.2,8819,26849,1004.4,9.75,-0.198878,4.1733
13108.5,64273.3,13366,3768.48,64081.8,3854,26857,347.04,10.5,-0.198789,4.17446
16691.8,64843.9,16870,5370.48,65493.1,5374,26873,715.68,11.25,-0.198609,4.17562
8412.8,62931.3,8761,3273.12,63295.1,3389,26881,247.68,6,-0.19852,4.17679
10909.4,67277.8,10627,5921.28,69258.8,5603,26889,545.04,14.25,-0.19843,4.17679
13104,72428.4,11857,7893.36,71047.8,7281,26897,991.44,26.25,-0.19834,4.17795
11244.2,63274.7,11646,4156.56,63556.8,4286,26905,349.2,-2.25,-0.19825,4.17912
22265,82447.5,17698,11482.6,77403.9,9722,26921,1414.8,6,-0.198071,4.18144
15247.4,74509.8,13411,8925.12,73050.7,8007,26929,915.12,-0.75,-0.197981,4.18144
17262.1,71491.9,15824,9646.56,71113.3,8890,26953,815.76,28.5,-0.197712,4.18493
16908.8,73469.1,15083,10440.7,69381.8,9862,26961,1054.8,22.5,-0.197622,4.1861
13872,64964.7,13994,6341.04,64861.3,6407,26969,513.36,21,-0.197533,4.18726
11850.2,67915.8,11435,7565.04,68045.9,7286,26977,796.32,3.75,-0.197443,4.18726
10126.7,64584,10276,5669.28,68147.8,5452,26985,833.04,30.75,-0.197353,4.18843
11303.7,62488.2,11855,4258.8,63635.4,4386,26993,333.36,27,-0.197263,4.18959
8523.52,63032.9,8862,3283.92,64090.2,3358,27009,267.84,12.75,-0.197084,4.19308
6967.68,62110.2,7352,3021.84,63966.2,3096,27017,261.36,15.75,-0.196994,4.19424
10205.4,62210.4,10751,2976.48,63518.9,3071,27033,406.08,7.5,-0.196815,4.19657
17788.8,71059.8,16406,6170.4,70278.6,5754,27041,634.32,0.75,-0.196725,4.19657
11821.4,63874.2,12129,3387.6,64201.8,3458,27049,316.8,37.5,-0.196635,4.19774
11946.9,72227.9,10840,8189.28,72174.9,7436,27057,800.64,35.25,-0.196546,4.1989
10015.4,63880,10275,6019.2,67007.7,5887,27065,442.08,-3.75,-0.196456,4.20006
8775.68,61774.8,9310,2929.68,64451,2979,27081,195.12,1.5,-0.196276,4.20355
11750.4,63922.5,12047,5858.64,67194.9,5714,27089,402.48,25.5,-0.196187,4.20355
15814.4,75298.8,13764,12856.3,72291,11655,27097,978.48,42,-0.196097,4.20472
16960,69032.4,16101,10165,70561.5,9441,27105,881.28,45.75,-0.196007,4.20588
8704,62314.3,9154,4474.08,66913.1,4382,27113,352.8,45.75,-0.195917,4.20588
13939.8,63191.6,14457,4800.24,63514.8,4953,27121,491.76,35.25,-0.195828,4.20705
17444.5,67005.1,17062,9732.96,68483.9,9314,27129,716.4,45.75,-0.195738,4.20821
9800.32,63755.6,10074,5019.12,65174,5047,27161,349.92,6,-0.195379,4.21286
10407,62275,10952,4554,65926.9,4527,27169,597.6,21.75,-0.195289,4.21286
16446.1,66115.2,16302,7488,67575.5,7262,27177,802.08,9,-0.1952,4.21519
11228.2,63709.8,11550,5884.56,66002.1,5843,27185,471.6,0.75,-0.19511,4.21636
25306.9,73457,22578,17009.3,71465.6,15598,27193,1938.24,39.75,-0.19502,4.21636
10587.5,64145.7,10817,3783.6,64489.5,3845,27201,315.36,26.25,-0.19493,4.21752
11089.9,72802.7,9983,6965.28,71302.2,6402,27217,848.16,32.25,-0.194751,4.21985
9072.64,62919,9450,3257.28,63268.9,3374,27225,387.36,14.25,-0.194661,4.22101
15185.9,76514.5,13007,9609.84,71681.1,8786,27233,1658.88,23.25,-0.194572,4.22218
15365.8,65680.3,15332,6039.36,64440.8,6142,27249,590.4,18.75,-0.194392,4.2245
8903.68,62878.4,9280,3602.88,63815.8,3700,27257,527.76,0,-0.194302,4.2245
15838.1,74571.8,13919,8023.68,70963.5,7410,27265,555.12,18,-0.194213,4.22683
17865.6,76892.4,15227,13185.4,71943.7,12011,27273,994.32,30.75,-0.194123,4.22683
9674.24,68779.7,9218,6441.12,69957.8,6034,27281,351.36,-3.75,-0.194033,4.22799
22334.1,67206.3,21779,10692.7,65035.6,10775,27289,812.16,-0.75,-0.193943,4.22916
21161.6,71032.9,19524,8595.36,71932.8,7831,27297,866.16,6,-0.193854,4.23032
14753.3,71266.4,13567,7662.96,70513.9,7122,27305,809.28,-4.5,-0.193764,4.23149
11223.7,64240.6,11450,3553.2,64273.4,3623,27313,288.72,7.5,-0.193674,4.23149
16736.6,64528.3,16998,5000.4,64080.2,5114,27329,756.72,31.5,-0.193495,4.23381
22360.3,73516.6,19933,13243.7,71582.5,12125,27337,1384.56,9,-0.193405,4.23498
23975.7,101229,15522,13009.7,95433.5,8934,27345,1043.28,49.5,-0.193315,4.23614
16767.4,76188.4,14423,10499,71950.8,9563,27353,853.2,35.25,-0.193226,4.23614
20103.7,66611.8,19779,9460.08,65710.2,9435,27361,752.4,27,-0.193136,4.2373
16249,65115.1,16354,6186.24,63845.9,6350,27369,432,40.5,-0.193046,4.23847
11226.2,63206.4,11640,3273.12,62721.4,3420,27377,392.4,24.75,-0.192956,4.23963
9628.8,63097,10001,3332.16,63096.3,3461,27385,381.6,15.75,-0.192867,4.23963
12818.6,63135.2,13306,3554.64,63337.9,3678,27393,354.96,18.75,-0.192777,4.2408
10641.9,62933.5,11082,4887.36,64329.8,4979,27409,574.56,6,-0.192598,4.24312
21198.7,78247.2,17755,11614.3,73484.9,10358,27417,926.64,18.75,-0.192508,4.24429
15418.2,71148.4,14202,7025.04,70149.8,6563,27425,763.2,10.5,-0.192418,4.24545
11061.1,63733.2,11374,3746.88,65186,3767,27433,262.8,-19.5,-0.192328,4.24661
20358.4,71131.2,18757,13426.6,68631.4,12821,27441,1329.12,8.25,-0.192239,4.24778
25733.1,84682.2,19915,17389.4,73681.7,15467,27449,1780.56,20.25,-0.192149,4.24778
10940.8,63413.5,11307,3759.12,63120.1,3903,27465,447.12,7.5,-0.191969,4.25011
15093.1,66892.7,14787,7607.52,66237.1,7527,27473,711.36,-2.25,-0.19188,4.25011
12000,72770.6,10807,6626.88,71583.9,6067,27481,502.56,-7.5,-0.19179,4.25127
9642.88,63341.3,9977,3850.56,63452.4,3977,27489,326.16,12,-0.1917,4.25243
12867.8,64315.6,13112,5348.88,64533.2,5432,27513,482.4,0.75,-0.191431,4.25476
18953,76418.2,16254,12301.2,72095.5,11182,27521,959.04,43.5,-0.191341,4.25592
8384.64,63694.9,8627,4049.28,65250.5,4067,27529,324.72,19.5,-0.191252,4.25709
11723.5,63017.8,12192,3605.04,63306.5,3732,27537,308.88,5.25,-0.191162,4.25709
9749.76,67600.5,9452,6449.76,68629.9,6159,27545,597.6,33,-0.191072,4.25942
13196.8,74326.7,11636,8010.72,70073.5,7492,27553,977.04,-10.5,-0.190983,4.25942
14524.2,68208.9,13955,6588.72,68724.9,6283,27561,542.16,-30.75,-0.190893,4.26058
8272,62701.1,8646,2681.28,63254.3,2778,27577,225.36,0,-0.190713,4.26291
13920.6,63677.2,14327,4749.84,63696.7,4887,27585,392.4,10.5,-0.190624,4.26407
11842.6,63083.3,12303,3993.12,63226.2,4139,27593,490.32,19.5,-0.190534,4.26523
20439,74226.6,18046,10096.6,70882.5,9335,27601,1571.76,24,-0.190444,4.2664
10810.2,62812.3,11279,4762.8,64570.7,4834,27609,496.08,7.5,-0.190354,4.26756
13225.6,65697.9,13193,6629.76,68262.1,6365,27617,723.6,53.25,-0.190265,4.26873
14281,68640.8,13635,8452.8,68978.1,8031,27625,863.28,20.25,-0.190175,4.26989
11721.6,65056.5,11808,6249.6,64611.7,6339,27633,494.64,0.75,-0.190085,4.26989
10445.4,69973.7,9783,5572.8,69978.7,5219,27641,522.72,-4.5,-0.189996,4.27105
14776.3,66386.6,14587,7771.68,65583.9,7766,27649,574.56,36.75,-0.189906,4.27222
6191.36,61043.6,6647,2342.88,62850.2,2443,27657,107.28,-8.25,-0.189816,4.27222
18322.6,71718.8,16743,8602.56,70906.5,7951,27665,784.8,17.25,-0.189726,4.27338
16613.8,65358,16659,8298.72,64569,8423,27673,1092.96,45.75,-0.189637,4.27571
20039,67447.9,19471,9162.72,66884.4,8978,27689,886.32,26.25,-0.189457,4.27804
9220.48,71418.7,8461,6264.72,69200.2,5933,27705,398.88,10.5,-0.189278,4.28036
10529.9,66985.9,10302,4665.6,68099.1,4490,27713,744.48,22.5,-0.189188,4.28153
8316.8,61657.2,8840,2961.36,62464,3107,27729,168.48,6,-0.189009,4.28385
11311.4,69507.9,10665,5731.2,69542.7,5401,27737,763.92,0,-0.188919,4.28618
12101.1,72148.8,10992,7078.32,70328.2,6596,27745,578.88,-3.75,-0.188829,4.28618
15724.2,63368.5,16262,5220,64087.3,5338,27753,730.8,15,-0.188739,4.28735
18597.8,64297.5,18956,6151.68,64196.9,6280,27761,406.8,15.75,-0.18865,4.28851
22632.3,93010.1,15947,10880.6,93297.6,7643,27769,708.48,24,-0.18856,4.28851
16276.5,69965.6,15246,8403.12,70118,7854,27777,668.16,3,-0.18847,4.28967
6750.08,61050.7,7246,2882.16,63405.6,2979,27785,231.12,9.75,-0.18838,4.28967
10967,62936.6,11420,3805.2,63698,3915,27801,440.64,30.75,-0.188201,4.292
12435.8,63522.6,12830,3861.36,64081.6,3949,27809,284.4,-1.5,-0.188111,4.29317
10377.6,74893.3,9081,7059.6,70732,6541,27817,1164.96,26.25,-0.188022,4.29433
13340.8,69732.2,12538,8302.32,69747.6,7801,27825,496.08,0.75,-0.187932,4.29549
21599.4,74321.9,19046,12068.6,72629.1,10890,27833,1294.56,-15,-0.187842,4.29666
9692.8,63611.8,9986,3512.88,63843.6,3606,27849,171.36,-18,-0.187663,4.29898
20048,66203,19846,10595.5,64570.2,10754,27857,744.48,10.5,-0.187573,4.30015
7034.24,61319,7518,2637.36,62851.6,2750,27865,241.2,10.5,-0.187483,4.30015
20339.8,65487.2,20355,9978.48,63993.5,10219,27873,635.04,27,-0.187393,4.30131
10215,62600.8,10694,3497.76,63218.2,3626,27881,300.24,20.25,-0.187304,4.30248
13542.4,68709,12917,6019.2,69193.9,5701,27889,459.36,21,-0.187214,4.30364
14350.7,73955.2,12717,6819.12,70433.1,6345,27897,734.4,13.5,-0.187124,4.30364
14598.4,69367.8,13792,6822,70340.9,6356,27905,684.72,6,-0.187035,4.30597
15686.4,71182.9,14442,10272.2,69639.1,9667,27913,709.92,24.75,-0.186945,4.30597
9750.4,63117.6,10124,3312,63540.8,3416,27921,631.44,8.25,-0.186855,4.30713
16317.4,73090,14631,9980.64,71259.5,9179,27945,788.4,15,-0.186586,4.31062
13961.6,73510.7,12447,8519.76,69916.2,7986,27953,484.56,-5.25,-0.186496,4.31179
24597.8,74277.2,21703,14688,72055.8,13359,27977,1442.88,33,-0.186227,4.31644
12709.8,66338.6,12556,6501.6,67291.4,6332,27993,519.84,10.5,-0.186048,4.3176
14825.6,71013.8,13682,7103.52,70047.6,6646,28001,910.08,-8.25,-0.185958,4.31877
8858.88,73472,7902,7189.2,70415.7,6691,28009,545.04,-1.5,-0.185868,4.31993
18297.6,69179.2,17334,10069.2,66055.6,9990,28025,858.96,31.5,-0.185689,4.32226
17070.1,75085.9,14899,9010.08,71948.9,8207,28033,784.8,29.25,-0.185599,4.32342
