"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
14913.4,63453,15403,4200.95,61371.7,4486,13202.8,-7.04,1.47992
10020,64247,10221,3929.9,62391,4128,10630.8,-18.56,1.47992
11398.8,64310.6,11616,4421.3,62554.9,4632,11583,29.44,1.48351
20965.6,78099.5,17593,12695.8,72099.8,11540,8919.3,24.32,1.48351
13971.8,64719.8,14148,5071.95,62621.6,5308,8476,7.04,1.48351
8405.14,65451.4,8416,3183.05,62456.4,3340,9478.3,-26.88,1.4883
10896.1,64752.3,11028,3650.4,61657.9,3880,11284,0.64,1.49069
11259,64702.5,11404,3941.6,62698.2,4120,14692.6,-25.6,1.49189
16494,65639.6,16468,5201.95,67965.5,5016,8153.6,16,1.49429
8599.25,64216.1,8776,3515.2,62313.3,3697,12170.6,14.72,1.49548
14742.3,63726.2,15161,4041.05,61021.7,4340,7084.35,-21.76,1.50027
9935.01,64747.5,10056,3051.75,65423.5,3057,7107.1,39.04,1.50267
13959.4,69728.9,13120,8418.15,67742.1,8144,9874.8,28.8,1.50267
6960.82,61813.6,7380,2990,60404.6,3244,7921.55,31.36,1.50267
12537.5,71299.7,11524,6971.9,67390.9,6780,12303.2,39.68,1.50386
11800.6,68065.8,11362,5681,68920.8,5402,14998.7,-21.12,1.50506
17282.9,75595.7,14983,12628.2,69622.4,11887,9339.85,8.96,1.50626
14516.9,65078.5,14619,5076.5,62559.9,5318,10337.6,-7.68,1.51105
9924.39,63984.7,10165,4346.55,62345.3,4569,7483.45,41.6,1.51464
12336.3,72750.1,11113,7725.9,68228.6,7421,11238.5,11.52,1.51584
13215.4,62850.9,13780,4481.75,62439.6,4704,9074.65,0.64,1.51943
10811.8,64099.8,11054,4835.35,63238.8,5011,10569.6,0.64,1.52182
21425.3,72239.8,19437,14232.4,69983.1,13328,9282.65,-4.48,1.52182
10048.3,65039.5,10125,6207.5,66910.3,6080,10123.1,18.56,1.52302
11113.2,64219.8,11341,3664.7,62544.2,3840,10144.5,9.6,1.52422
9526.73,68752.8,9081,6758.7,67883.2,6525,10021.7,-14.08,1.52542
21949.2,73402.1,19597,13759.2,71627.8,12589,7816.9,-5.76,1.52661
16220.9,65795.1,16157,6026.8,64453.7,6128,6922.5,-16,1.53021
20543.2,78297.2,17195,12529.4,74770.2,10982,27704.3,5.12,1.5338
10179.3,63979,10427,5360.55,65274.8,5382,15561.6,22.4,1.5338
