"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
24649,74596.8,21655,15866.6,73295,14187,1098,31.5,1.279
16322.6,72567.4,14741,9815.04,70615.7,9109,3304.08,9.75,1.279
13299.2,65933.6,13219,4096.8,66016.2,4067,55296,-4.5,1.279
21509.1,80683.5,17471,11417.8,77413,9666,56403.4,33,1.279
15440,80231.2,12612,11754,75550.2,10196,143057,24,1.279
10906.9,65661.7,10886,5111.28,64892.1,5162,18775.4,14.25,1.279
12998.4,70524.3,12079,7205.04,71435.6,6610,90915.8,9,1.28135
15386.9,67145.7,15018,6341.76,66872.7,6215,21061.4,12.75,1.28135
24481.3,75955.4,21123,14495,73782.3,12875,124456,51.75,1.28135
13062.4,73487.6,11649,7675.92,71771.9,7009,120698,0,1.28135
20686.7,73708.7,18393,8558.64,73705.5,7610,174607,9,1.2837
14585,71342,13398,6518.88,71801.9,5950,89373.6,-10.5,1.2837
14238.1,73467.2,12701,7804.8,72852.2,7021,95173.9,13.5,1.2837
8373.76,73005.6,7517,6644.16,69859.1,6233,1041.84,-4.5,1.2837
11447,72650.9,10326,5892.48,71013.2,5438,135569,0,1.2837
19273.6,78517.7,16087,10092.2,80747.8,8191,82926,24.75,1.2837
19667.2,69218.1,18621,11243.5,67844.2,10861,833.04,10.5,1.2837
18575.4,77865.9,15634,10933.9,73735.9,9718,50096.9,18,1.2837
17181.4,66270.5,16991,7215.12,66003.6,7164,46797.8,14.25,1.28605
9533.44,64291.4,9718,3429.36,64768.5,3470,34776,-0.75,1.28605
12535.7,65939.3,12459,4386.96,65252.8,4406,73595.5,-12,1.28605
17653.1,67274.2,17197,6246,65704.3,6230,67637.5,3,1.28605
17514.2,67693.6,16956,8586.72,65925.4,8536,3862.8,22.5,1.28605
15035.5,72395,13611,11468.9,71352.2,10534,2255.76,28.5,1.28605
13943.7,66122.5,13820,4503.6,65472,4508,74870.6,8.25,1.28605
16009.6,77403.6,13555,9110.16,73500.4,8123,74828.9,24,1.28605
8160,64726.9,8262,3036.96,64161.9,3102,308.88,1.5,1.28605
18112.6,69813,17003,11496.2,68704.9,10966,34965.4,39.75,1.28605
17486.7,66308.5,17283,5930.64,65180.4,5963,32227.9,24.75,1.28605
10116.5,72166.5,9187,6215.76,71178.8,5723,143380,-15.75,1.2884
14974.7,72630.5,13512,8297.28,72194.7,7532,162737,18,1.2884
12201,65854.2,12142,5155.92,65344.9,5171,58765.7,-0.75,1.2884
11941.8,66804.5,11715,7060.32,69485.7,6659,98160.5,10.5,1.2884
19078.4,75657.9,16526,12165.1,73290.4,10878,140190,-3.75,1.2884
8293.76,64722.5,8398,3759.84,65203.7,3779,534.96,-6,1.2884
14644.5,81610.6,11760,9949.68,75470.2,8640,110470,31.5,1.2884
22263,78755.8,18526,13986,72497.6,12643,162463,16.5,1.2884
20725.8,68317.2,19882,11467.4,66448.3,11310,13717.4,16.5,1.2884
13469.4,65792.1,13417,4559.76,64892.2,4605,777.6,3.75,1.2884
22604.2,75696.8,19570,12637.4,74438.9,11126,125052,12.75,1.2884
11567.4,66248.2,11443,6018.48,65924.6,5983,452.88,-5.25,1.29075
16278.4,73905.2,14435,8971.92,71714.1,8199,158217,-1.5,1.29075
16006.4,65697.7,15967,5016.96,66476.2,4946,76030.6,-6.75,1.29075
8691.2,64799.4,8790,2817.36,64446.3,2865,10311.1,10.5,1.29075
15212.2,75715.4,13167,7563.6,71766.1,6907,53799.1,18.75,1.2931
14544,65639.8,14521,4731.84,65120.9,4762,5649.12,31.5,1.29545
13904.6,70865.1,12859,7886.88,70582.4,7323,106450,30,1.29545
17374.1,77658.4,14662,9272.16,71946.5,8446,162634,13.5,1.29545
23845.1,80032.5,19526,14510.2,75820.3,12542,87619,14.25,1.29545
22291.2,69055.8,21155,9430.56,69170.8,8935,46154.2,21,1.29545
19317.1,79665.6,15891,12063.6,73674.4,10731,92072.2,42.75,1.29545
14794.9,66415.3,14599,6464.88,65922.3,6427,3440.16,28.5,1.29545
11584.6,65494.4,11592,5385.6,65898.2,5356,67515.8,29.25,1.29545
8974.72,64776.1,9080,3533.04,65853.6,3516,86264.6,18,1.29545
12531.8,71379,11506,7381.44,70210.5,6890,106150,48.75,1.29545
12525.4,65210.3,12588,4705.2,65622.5,4699,29085.8,45,1.29781
12015.4,67216.3,11715,6206.4,69851.1,5823,53911.4,19.5,1.29781
16399.4,77948.1,13788,11110.3,72660,10021,96382.1,51.75,1.29781
15593.6,75431.2,13548,9905.04,73035.2,8888,24342.5,-2.25,1.29781
15031.7,73286.4,13442,8407.44,71612.9,7694,124948,1.5,1.29781
20267.5,73571.1,18054,11288.2,73727.4,10034,174272,38.25,1.29781
14958.1,76216.2,12862,4584.24,74753.1,4019,85528.1,42,1.29781
11056,75420.6,9607,7013.52,71162.4,6459,696.24,43.5,1.29781
12121.6,64854.4,12249,3975.84,64993.9,4009,101433,12,1.29781
13098.2,65159.1,13174,5534.64,65260.6,5558,604.08,1.5,1.29781
17753.6,66160.6,17586,8955.36,65429,8970,35774.6,6.75,1.29781
9180.8,64543.3,9322,4471.2,68288.2,4291,91777.7,3.75,1.29781
7662.08,64253.6,7815,2939.76,64586,2983,3268.8,-26.25,1.29781
24117.1,79680.4,19836,12572.6,74905.5,11000,101725,8.25,1.29781
29311.4,79591.9,24135,21958.6,75018.3,19183,2501.28,48.75,1.30016
8814.72,64087.1,9014,3124.8,65011.7,3150,31533.1,3,1.30016
18382.1,66782.4,18039,10080,69427.5,9515,62799.1,18,1.30016
11183.4,65032.2,11270,4178.88,65237.5,4198,31557.6,4.5,1.30016
12017.9,64973.3,12122,5292.72,66056.7,5251,91406.2,9.75,1.30016
18211.2,67189.6,17763,7122.24,66690,6999,21363.1,8.25,1.30016
18243.8,67317.6,17761,7606.8,66107.8,7541,17691.8,14.25,1.30016
20005.1,76872.2,17055,12088.1,74665.8,10610,108863,14.25,1.30016
18113.9,68958.1,17215,8021.52,70696.4,7436,74891.5,47.25,1.30251
20096,74327.6,17719,14640.5,73427.6,13067,80049.6,18.75,1.30251
14625.9,73002.6,13130,9571.68,71097.1,8823,90571,-1.5,1.30251
12341.8,64608.2,12519,4525.2,65336.8,4539,614.88,3.75,1.30251
16561.9,69439.1,15631,9093.6,70661.4,8434,70834.3,0.75,1.30251
10347.5,64713.7,10479,4089.6,65658,4082,5477.76,-27,1.30251
24148.5,70007.7,22606,14857.9,67573.1,14410,2625.84,34.5,1.30251
12359,65605.2,12346,4002.48,65201.7,4023,537.12,7.5,1.30251
16890.2,73039.8,15155,7872.48,72513.1,7115,78031.4,21.75,1.30486
20581.8,67280.8,20048,9205.2,67157.1,8983,2635.92,20.25,1.30486
12067.8,74986.1,10547,7617.6,71945.1,6939,23908.3,-1.5,1.30486
16563.8,74977.8,14478,10075.7,74469.4,8867,66907.4,-4.5,1.30486
8871.68,65408.3,8889,3607.2,66015.5,3581,32864.4,-10.5,1.30486
8759.68,73627.6,7797,6150.96,73226,5505,637.2,16.5,1.30486
22277.8,84632.5,17251,14402.9,79513.7,11871,1155.6,25.5,1.30721
12129.9,76621.3,10375,8093.52,73679.3,7199,744.48,22.5,1.30721
19477.1,75449.4,16918,9453.6,75206.5,8238,149009,16.5,1.30721
11805.4,75005.5,10315,8627.04,71831,7871,120527,30,1.30721
16915.2,70685.1,15683,10350,71861.2,9439,89941.7,12,1.30721
21322.2,76530.7,18259,12129.1,73936.8,10751,82537.2,20.25,1.30721
18174.7,67457.6,17657,7061.04,66823.4,6925,49141.4,21,1.30721
13953.9,65273.7,14010,4413.6,65219.8,4435,30038.4,-5.25,1.30721
19809.9,72727.7,17851,11715.1,72822,10543,1145.52,24,1.30721
10453.8,78261.1,8754,8254.8,74209.4,7290,30359.5,42,1.30721
11882.9,77759,10015,9058.32,74936.4,7922,2851.2,-2.25,1.30956
20357.1,69079.1,19313,12568.3,66971.1,12299,1057.68,22.5,1.30956
14578.6,79097.6,12079,11257.2,71807.6,10274,1212.48,-3,1.30956
13496.3,70895.7,12476,6436.08,71929.6,5864,80769.6,-6.75,1.30956
13489.9,72859.4,12134,6189.12,71891.2,5642,117766,-3.75,1.30956
20222.1,76667.5,17286,16286.4,74131.5,14398,69415.9,9,1.30956
16240,66394.6,16030,5780.16,65914.1,5747,73237,-13.5,1.30956
15299.8,66166.7,15154,5227.92,65811.9,5206,70207.2,-7.5,1.30956
14832.6,81209,11970,9388.8,73268,8398,235318,15.75,1.30956
10723.2,73648.7,9542,6131.52,71222.1,5642,154930,15,1.30956
17412.5,68698.1,16611,7382.16,67203.4,7199,105407,24.75,1.30956
20828.8,77304.1,17658,12235.7,74117.5,10819,150515,7.5,1.31191
14732.2,65957.6,14638,5983.2,66023.7,5939,791.28,14.25,1.31191
