"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
11047.7,62974.8,11497,3212.04,62445.6,3371,10020.2,489.6,1.41999
26886.4,74757.2,23570,16240.5,71336.5,14920,9055.34,421.6,1.43179
25076.5,72540.8,22655,12585.5,69987.3,11785,8494.44,449.48,1.43394
13633.9,63996,13962,4352.3,62007,4600,9607.72,428.4,1.43394
10931.2,63246,11327,3262.45,63633.3,3360,10084.8,469.88,1.43716
17213.4,72771.2,15502,10324.1,68900.3,9820,10808.3,494.36,1.43716
12288,67322,11962,6821.68,66926,6680,8269.37,541.96,1.43823
14441.6,70049.9,13511,7215.73,68644.2,6889,10345.4,782,1.44252
29860.5,82991.4,23580,19480.3,77420.2,16490,7300.22,518.84,1.4436
15936.6,76079.8,13728,10366.7,69795.8,9734,10263,600.44,1.44789
16354.6,74328.2,14420,10588.2,69155.9,10034,8089.03,469.88,1.44896
18584.3,65291.2,18654,6107.42,62963,6357,6429.76,446.08,1.45004
13743.4,64155.9,14039,4407.68,62027.4,4657,8523.55,318.24,1.45004
12821.8,70958.2,11842,7974.01,67622.2,7728,7445.77,494.36,1.45218
17743.4,77054.5,15091,8913.34,70268.8,8313,13207.4,850,1.45326
6248.96,62305.2,6573,2253.54,61665.1,2395,9802.26,313.48,1.46077
11955.8,76509.9,10241,8456.81,72400.5,7655,10831.8,472.6,1.46399
7479.68,62183,7883,2495.65,61119.2,2676,6279.95,251.6,1.47043
15987.8,64894,16146,5457.06,62698.8,5704,11207.3,287.64,1.48331
8276.48,63767.6,8506,3217.01,61935.9,3404,8791.93,258.4,1.48438
15924.5,71909.8,14513,9774.57,67722.4,9459,9560.15,510,1.48546
7189.76,62376,7554,3342.68,62950,3480,13130.7,448.8,1.4876
18929.9,66476.9,18662,7709.18,63566.8,7948,8022.29,531.76,1.49297
9708.8,63915.2,9955,4140.01,62907.4,4313,8700.34,445.4,1.49297
8699.52,62817.5,9076,3591.18,62827.4,3746,8662,403.92,1.49297
5661.44,62971.5,5892,2169.05,62511.4,2274,8943.87,418.88,1.49404
14412.2,64030.6,14751,3119.03,62625.2,3264,12876.6,557.6,1.49512
12365.4,63639.2,12734,3744.54,61970.2,3960,8037.2,476,1.49726
20485.1,66130.4,20301,12466.2,65155.4,12539,8693.24,685.44,1.49726
9436.8,63975.4,9667,3251.8,62221.9,3425,10836.7,424.32,1.49726
14022.4,67516.9,13611,7965.49,68176.4,7657,9878.23,748.68,1.5037
13102.7,63782.2,13463,5910.04,62180.2,6229,6365.15,299.88,1.50585
20276.5,71836.9,18498,10304.2,69218.7,9756,8478.82,554.2,1.52195
17496.3,64280.7,17838,5217.08,62425.9,5477,8623.66,587.52,1.52195
14713.6,77594.8,12427,11320.2,69956,10605,8946.71,468.52,1.52517
20713,74429.5,18238,10718.9,72719.7,9660,6752.81,497.08,1.52946
18900.5,66164.3,18721,5483.33,63411.9,5667,10458.3,529.04,1.53483
12976,69149.1,12298,6451.77,67403.7,6273,7256.91,514.08,1.53912
17018.9,67744.7,16464,7743.26,68189,7442,6279.95,375.36,1.54556
21834.2,74349.4,19246,12690.5,69954.4,11889,10623,397.12,1.54986
15758.7,72981.7,14151,10921.2,68419.2,10461,8611.59,386.92,1.55522
9392.64,64429.1,9554,5364.05,64290.1,5468,11330.2,623.56,1.55951
16874.2,64097.3,17253,6110.97,62664.5,6391,7164.61,452.88,1.55951
8243.84,68920.6,7839,5222.05,66427.1,5152,8466.04,454.24,1.55951
11147.5,64823.8,11270,4105.93,62404,4312,9770.31,344.76,1.56273
23664.6,74084.5,20934,16652.3,69974.9,15596,9539.56,662.32,1.56488
19169.9,72729,17274,9545.24,70692.4,8849,12985.2,1060.12,1.57025
20697.6,71278.9,19030,8794.77,68518.1,8412,11270.5,758.2,1.57132
18416.6,75106,16070,24992.7,70770.9,23144,8398.59,490.96,1.57239
8695.68,63081.7,9034,2824.38,61843.8,2993,8148.67,416.84,1.57669
14423,78723.1,12007,11519,69866.9,10805,18318.7,1240.32,1.58098
8539.52,62607.2,8939,2558.84,61926.2,2708,8172.1,338.64,1.58313
