,x,y,color,trajectory
1840,6,9.478874391830969,5,262
1841,0,9.033693603863576,0,263
1842,1,9.493161796685198,0,263
1843,2,8.928175991062576,0,263
1844,3,9.24322597702476,0,263
1845,4,9.6196261111147,0,263
1846,5,9.39776216486355,0,263
1847,6,9.478874391830969,0,263
1848,0,9.033693603863576,2,264
1849,1,9.033693603863576,2,264
1850,2,8.768246687503547,2,264
1851,3,9.511927172895788,2,264
1852,4,9.289790549338846,2,264
1853,5,9.500413598981543,2,264
1854,6,9.478874391830969,2,264
1855,0,9.033693603863576,5,265
1856,1,8.875364418529266,5,265
1857,2,8.770918867630543,5,265
1858,3,7.245103525923962,5,265
1859,4,7.096189057318997,5,265
1860,5,7.194661453487613,5,265
1861,6,9.478874391830969,5,265
1862,0,9.033693603863576,0,266
1863,1,9.5971704870952,0,266
1864,2,9.546345899793822,0,266
1865,3,9.349228435474757,0,266
1866,4,8.92209969456465,0,266
1867,5,9.383043268890114,0,266
1868,6,9.478874391830969,0,266
1869,0,9.033693603863576,1,267
1870,1,8.938402155536798,1,267
1871,2,8.928175991062576,1,267
1872,3,9.158748925783996,1,267
1873,4,9.079092032470877,1,267
1874,5,9.517928035459263,1,267
1875,6,9.478874391830969,1,267
1876,0,9.033693603863576,0,268
1877,1,9.536311005640012,0,268
1878,2,9.052386615040648,0,268
1879,3,9.307513413021454,0,268
1880,4,9.169720578197266,0,268
1881,5,9.22163159880928,0,268
1882,6,9.478874391830969,0,268
1883,0,9.033693603863576,0,269
1884,1,9.556462867887236,0,269
1885,2,9.589656006320002,0,269
1886,3,9.304147184415957,0,269
1887,4,9.296850495032832,0,269
1888,5,9.48681386627281,0,269
1889,6,9.478874391830969,0,269
1890,0,9.033693603863576,3,270
1891,1,8.284832033941258,3,270
1892,2,7.907400405328499,3,270
1893,3,7.769989265326743,3,270
1894,4,9.28371557726699,3,270
1895,5,9.36763570596468,3,270
1896,6,9.478874391830969,3,270
1897,0,9.033693603863576,0,271
1898,1,9.534638898924706,0,271
1899,2,9.400188133356744,0,271
1900,3,9.439279031836156,0,271
1901,4,9.21001503753775,0,271
1902,5,9.207982886630193,0,271
1903,6,9.478874391830969,0,271
1904,0,9.033693603863576,5,272
1905,1,9.06357388645011,5,272
1906,2,8.135814703591542,5,272
1907,3,7.6130654870867325,5,272
1908,4,7.367799093718098,5,272
1909,5,7.4444879594210915,5,272
1910,6,9.478874391830969,5,272
1911,0,9.033693603863576,1,273
1912,1,9.033693603863576,1,273
1913,2,9.602115774706212,1,273
1914,3,9.7033358685687,1,273
1915,4,9.58371583262402,1,273
1916,5,9.572050258153302,1,273
1917,6,9.478874391830969,1,273
1918,0,9.033693603863576,5,274
1919,1,9.033693603863576,5,274
1920,2,8.361488997738524,5,274
1921,3,7.815761933831535,5,274
1922,4,7.5384457436202466,5,274
1923,5,7.603380745279114,5,274
1924,6,9.478874391830969,5,274
1925,0,9.033693603863576,0,275
1926,1,9.400647877910917,0,275
1927,2,9.253341925273418,0,275
1928,3,9.220922641203629,0,275
1929,4,8.890886372219294,0,275
1930,5,9.211778617427248,0,275
1931,6,9.478874391830969,0,275
1932,0,9.033693603863576,0,276
1933,1,9.368173916858764,0,276
1934,2,9.61577713363519,0,276
1935,3,9.347889591172716,0,276
1936,4,9.60997258133259,0,276
1937,5,9.581553926489349,0,276
1938,6,9.478874391830969,0,276
1939,0,9.033693603863576,3,277
1940,1,8.151668096357954,3,277
1941,2,7.756617612124006,3,277
1942,3,7.145320598255907,3,277
1943,4,9.026996783525826,3,277
1944,5,9.119510516420467,3,277
1945,6,9.478874391830969,3,277
1946,0,9.033693603863576,2,278
1947,1,9.033693603863576,2,278
1948,2,9.05666579366498,2,278
1949,3,9.510919675626935,2,278
1950,4,9.487302164286142,2,278
1951,5,9.517928035459263,2,278
1952,6,9.478874391830969,2,278
1953,0,9.033693603863576,0,279
1954,1,9.534638898924706,0,279
1955,2,9.584818641074614,0,279
1956,3,9.554751309542032,0,279
1957,4,9.580973460141934,0,279
1958,5,9.384029422289656,0,279
1959,6,9.478874391830969,0,279
1960,0,9.033693603863576,2,280
1961,1,9.033693603863576,2,280
1962,2,8.46003524570378,2,280
1963,3,9.214325373216342,2,280
1964,4,9.422174023843048,2,280
1965,5,9.456813794478398,2,280
1966,6,9.478874391830969,2,280
1967,0,9.033693603863576,3,281
1968,1,9.033693603863576,3,281
1969,2,8.768246687503547,3,281
1970,3,7.808643488542093,3,281
1971,4,9.396584999804515,3,281
1972,5,9.427774052719064,3,281
1973,6,9.478874391830969,3,281
1974,0,9.033693603863576,1,282
1975,1,9.033693603863576,1,282
1976,2,9.20673628682836,1,282
1977,3,9.30280778145657,1,282
1978,4,9.41319933357329,1,282
1979,5,9.581553926489349,1,282
1980,6,9.478874391830969,1,282
1981,0,9.033693603863576,2,283
1982,1,9.033693603863576,2,283
1983,2,8.896560094069232,2,283
1984,3,9.499593738298325,2,283
1985,4,9.406616564464594,2,283
1986,5,9.229798352367451,2,283
1987,6,9.478874391830969,2,283
1988,0,9.033693603863576,1,284
1989,1,9.033693603863576,1,284
1990,2,9.419677274315212,1,284
1991,3,9.369859853599412,1,284
1992,4,9.327226060177647,1,284
1993,5,9.449919280018875,1,284
1994,6,9.478874391830969,1,284
1995,0,9.033693603863576,1,285
1996,1,8.275256070242415,1,285
1997,2,9.304508200869792,1,285
1998,3,9.355324959449009,1,285
1999,4,9.05388168435963,1,285
2000,5,9.432181677968778,1,285
2001,6,9.478874391830969,1,285
2002,0,9.033693603863576,2,286
2003,1,8.984778735590277,2,286
2004,2,8.668757691974172,2,286
2005,3,8.993914784029407,2,286
2006,4,9.21001503753775,2,286
2007,5,9.388094237345836,2,286
2008,6,9.478874391830969,2,286
2009,0,9.033693603863576,1,287
2010,1,9.033693603863576,1,287
2011,2,9.603523055306974,1,287
2012,3,9.332756667431063,1,287
2013,4,8.765015070084656,1,287
2014,5,9.01398460220886,1,287
2015,6,9.478874391830969,1,287
2016,0,9.033693603863576,3,288
2017,1,8.875364418529266,3,288
2018,2,8.174606538948836,3,288
2019,3,7.713929526332159,3,288
2020,4,8.859201182332848,3,288
2021,5,9.327193707747767,3,288
2022,6,9.478874391830969,3,288
2023,0,9.033693603863576,4,289
2024,1,9.061122774912016,4,289
2025,2,8.873869487377565,4,289
2026,3,8.7913003731343,4,289
2027,4,8.728222974419799,4,289
2028,5,9.449919280018875,4,289
2029,6,9.478874391830969,4,289
2030,0,9.033693603863576,3,290
2031,1,9.033693603863576,3,290
2032,2,8.700038937882187,3,290
2033,3,8.38934623231912,3,290
2034,4,9.21337046714156,3,290
2035,5,9.48681386627281,3,290
2036,6,9.478874391830969,3,290
2037,0,9.033693603863576,3,291
2038,1,9.033693603863576,3,291
2039,2,8.805342947292127,3,291
2040,3,9.006132756867522,3,291
2041,4,9.798273666633987,3,291
2042,5,9.653150208794765,3,291
2043,6,9.478874391830969,3,291
2044,0,9.033693603863576,1,292
2045,1,8.875364418529266,1,292
2046,2,9.70355241271743,1,292
2047,3,9.622079444962296,1,292
2048,4,9.54132094720647,1,292
2049,5,9.449919280018875,1,292
2050,6,9.478874391830969,1,292
2051,0,9.033693603863576,4,293
2052,1,9.033693603863576,4,293
2053,2,8.167713363783703,4,293
2054,3,7.642831874237154,4,293
2055,4,7.01922059483677,4,293
2056,5,9.449919280018875,4,293
2057,6,9.478874391830969,4,293
2058,0,9.033693603863576,4,294
2059,1,9.141538400167333,4,294
2060,2,8.899822781937525,4,294
2061,3,8.20798040011581,4,294
2062,4,8.478505082396232,4,294
2063,5,9.43421195266138,4,294
2064,6,9.478874391830969,4,294
2065,0,9.033693603863576,4,295
2066,1,8.875364418529266,4,295
2067,2,8.142919172092656,4,295
2068,3,7.672146233732484,4,295
2069,4,7.0729939109923805,4,295
2070,5,9.449919280018875,4,295
2071,6,9.478874391830969,4,295
2072,0,9.033693603863576,5,296
2073,1,8.99356388467631,5,296
2074,2,8.25047546401847,5,296
2075,3,8.347601074185286,5,296
2076,4,8.050638412799726,5,296
2077,5,7.705450606338801,5,296
2078,6,9.478874391830969,5,296
2079,0,9.033693603863576,2,297
2080,1,9.033693603863576,2,297
2081,2,8.24282862244875,2,297
2082,3,9.874568482495564,2,297
2083,4,9.523967086908042,2,297
2084,5,9.48681386627281,2,297
2085,6,9.478874391830969,2,297
2086,0,9.033693603863576,3,298
2087,1,9.085235134762591,3,298
2088,2,8.206127289242758,3,298
2089,3,7.812262350500332,3,298
2090,4,9.459898922900267,3,298
2091,5,9.372166043438291,3,298
2092,6,9.478874391830969,3,298
2093,0,9.033693603863576,4,299
2094,1,8.12840825158325,4,299
2095,2,8.159696320323524,4,299
2096,3,7.770199364305349,4,299
2097,4,7.342168688776655,4,299
2098,5,9.393569537180552,4,299
2099,6,9.478874391830969,4,299
2100,0,9.033693603863576,0,300
2101,1,9.54220568467477,0,300
2102,2,9.53330484771588,0,300
2103,3,9.517417399291745,0,300
2104,4,9.34852344650896,0,300
2105,5,9.449919280018875,0,300
2106,6,9.478874391830969,0,300
2107,0,9.033693603863576,2,301
2108,1,8.12840825158325,2,301
2109,2,7.67735099693326,2,301
2110,3,9.235433822904303,2,301
2111,4,9.239806647241943,2,301
2112,5,9.179158512727822,2,301
2113,6,9.478874391830969,2,301
2114,0,9.033693603863576,0,302
2115,1,9.609733618265428,0,302
2116,2,9.192153813122031,0,302
2117,3,8.857887113758116,0,302
2118,4,9.460389258399193,0,302
2119,5,9.293629582448151,0,302
2120,6,9.478874391830969,0,302
2121,0,9.033693603863576,3,303
2122,1,8.999676452834645,3,303
2123,2,9.081274440277047,3,303
2124,3,8.90718239414418,3,303
2125,4,9.444814893161864,3,303
2126,5,9.39776216486355,3,303
2127,6,9.478874391830969,3,303
2128,0,9.033693603863576,2,304
2129,1,9.033693603863576,2,304
2130,2,8.167713363783703,2,304
2131,3,9.42761523237779,2,304
2132,4,9.310450303492658,2,304
2133,5,9.458277560341848,2,304
2134,6,9.478874391830969,2,304
2135,0,9.033693603863576,4,305
2136,1,9.033693603863576,4,305
2137,2,8.191905553423993,4,305
2138,3,7.953334458243053,4,305
2139,4,7.86357198323045,4,305
2140,5,9.517928035459263,4,305
2141,6,9.478874391830969,4,305
2142,0,9.033693603863576,0,306
2143,1,9.575428996624105,0,306
2144,2,9.558177637705988,0,306
2145,3,9.45413238669621,0,306
2146,4,9.413199794806284,0,306
2147,5,9.449919280018875,0,306
2148,6,9.478874391830969,0,306
2149,0,9.033693603863576,5,307
2150,1,9.033693603863576,5,307
2151,2,8.768246687503547,5,307
2152,3,8.073313931708105,5,307
2153,4,7.905191049620661,5,307
2154,5,7.238289656615104,5,307
2155,6,9.478874391830969,5,307
2156,0,9.033693603863576,4,308
2157,1,9.033693603863576,4,308
2158,2,8.739109993928844,4,308
2159,3,7.749513059550785,4,308
2160,4,7.32729033053566,4,308
2161,5,9.063350731571314,4,308
2162,6,9.478874391830969,4,308
2163,0,9.033693603863576,2,309
2164,1,9.091875402721982,2,309
2165,2,8.514769525790664,2,309
2166,3,9.567511459424658,2,309
2167,4,9.274050563384344,2,309
2168,5,9.22163159880928,2,309
2169,6,9.478874391830969,2,309
2170,0,9.033693603863576,1,310
2171,1,9.033693603863576,1,310
2172,2,9.332097066147387,1,310
2173,3,9.796778952469529,1,310
2174,4,9.6183056526084,1,310
2175,5,9.517928035459263,1,310
2176,6,9.478874391830969,1,310
2177,0,9.033693603863576,1,311
2178,1,9.103918497961748,1,311
2179,2,9.356345141189529,1,311
2180,3,9.557881708562386,1,311
2181,4,9.681413138692738,1,311
2182,5,9.788786344476907,1,311
2183,6,9.478874391830969,1,311
2184,0,9.033693603863576,0,312
2185,1,9.534638898924706,0,312
2186,2,9.049611820595947,0,312
2187,3,8.885861128017453,0,312
2188,4,8.6934400671877,0,312
2189,5,8.957216937162253,0,312
2190,6,9.478874391830969,0,312
2191,0,9.033693603863576,2,313
2192,1,9.033693603863576,2,313
2193,2,8.46003524570378,2,313
2194,3,9.478345741308,2,313
2195,4,9.504788699265216,2,313
2196,5,9.547700325126533,2,313
2197,6,9.478874391830969,2,313
2198,0,9.033693603863576,2,314
2199,1,8.92815448949168,2,314
2200,2,8.496497706848217,2,314
2201,3,9.455729045403698,2,314
2202,4,9.079092032470877,2,314
2203,5,9.22163159880928,2,314
2204,6,9.478874391830969,2,314
2205,0,9.033693603863576,4,315
2206,1,8.970069858121956,4,315
2207,2,8.946982844998233,4,315
2208,3,8.088001198634275,4,315
2209,4,8.033745415180196,4,315
2210,5,9.581553926489349,4,315
2211,6,9.478874391830969,4,315
2212,0,9.033693603863576,5,316
2213,1,9.033693603863576,5,316
2214,2,8.167713363783703,5,316
2215,3,7.869854277409458,5,316
2216,4,7.649687583207764,5,316
2217,5,7.616842957994723,5,316
2218,6,9.478874391830969,5,316
2219,0,9.033693603863576,4,317
2220,1,9.033693603863576,4,317
2221,2,8.44528785522253,4,317
2222,3,8.052112107630643,4,317
2223,4,8.002089005964445,4,317
2224,5,9.581553926489349,4,317
2225,6,9.478874391830969,4,317
2226,0,9.033693603863576,4,318
2227,1,9.066813271835995,4,318
2228,2,9.05666579366498,4,318
2229,3,8.821699767830218,4,318
2230,4,6.910775698921455,4,318
2231,5,9.372166043438291,4,318
2232,6,9.478874391830969,4,318
2233,0,9.033693603863576,2,319
2234,1,9.033693603863576,2,319
2235,2,8.25629557855134,2,319
2236,3,9.663854150548543,2,319
2237,4,9.71424883336015,2,319
2238,5,9.48681386627281,2,319
2239,6,9.478874391830969,2,319
2240,0,9.033693603863576,0,320
2241,1,9.58814486206819,0,320
2242,2,9.27232981084424,0,320
2243,3,9.228080409103308,0,320
2244,4,9.293856357639369,0,320
2245,5,9.48681386627281,0,320
2246,6,9.478874391830969,0,320
2247,0,9.033693603863576,2,321
2248,1,8.963683349913602,2,321
2249,2,8.871021915682887,2,321
2250,3,9.325800448458573,2,321
2251,4,9.3416129988812,2,321
2252,5,9.137554695794105,2,321
2253,6,9.478874391830969,2,321
2254,0,9.033693603863576,4,322
2255,1,8.340192922266317,4,322
2256,2,7.993549944477576,4,322
2257,3,7.740764097397076,4,322
2258,4,7.510605923142674,4,322
2259,5,9.394600856486424,4,322
2260,6,9.478874391830969,4,322
2261,0,9.033693603863576,4,323
2262,1,9.141538400167333,4,323
2263,2,8.92597581202215,4,323
2264,3,8.184822045530543,4,323
2265,4,7.806849592194545,4,323
2266,5,9.581553926489349,4,323
2267,6,9.478874391830969,4,323
2268,0,9.033693603863576,0,324
2269,1,9.438487877207116,0,324
2270,2,9.347487921861,0,324
2271,3,9.416477605687346,0,324
2272,4,9.562606636041464,0,324
2273,5,9.350889802398337,0,324
2274,6,9.478874391830969,0,324
2275,0,9.033693603863576,0,325
2276,1,9.38691964466859,0,325
2277,2,9.49035886684278,0,325
2278,3,9.6548555424211,0,325
2279,4,9.746504252908442,0,325
2280,5,9.572050258153302,0,325
2281,6,9.478874391830969,0,325
2282,0,9.033693603863576,1,326
2283,1,8.250493032050956,1,326
2284,2,9.464043557452667,1,326
2285,3,9.412903144782971,1,326
2286,4,9.397995008531764,1,326
2287,5,9.324176063966236,1,326
2288,6,9.478874391830969,1,326
2289,0,9.033693603863576,0,327
2290,1,9.58814486206819,0,327
2291,2,9.642450279397734,0,327
2292,3,9.725372614304518,0,327
2293,4,9.563422514263545,0,327
2294,5,9.45906585311167,0,327
2295,6,9.478874391830969,0,327
2296,0,9.033693603863576,2,328
2297,1,8.12840825158325,2,328
2298,2,7.959480013753577,2,328
2299,3,9.054510514864132,2,328
2300,4,9.422174023843048,2,328
2301,5,9.456813794478398,2,328
2302,6,9.478874391830969,2,328
2303,0,9.033693603863576,4,329
2304,1,9.033693603863576,4,329
2305,2,7.670822227760784,4,329
2306,3,7.649885781449844,4,329
2307,4,7.214056838102834,4,329
2308,5,9.48681386627281,4,329
2309,6,9.478874391830969,4,329
2310,0,9.033693603863576,4,330
2311,1,9.06357388645011,4,330
2312,2,8.89323601192092,4,330
2313,3,8.868924045813996,4,330
2314,4,8.301780583789158,4,330
2315,5,9.581553926489349,4,330
2316,6,9.478874391830969,4,330
2317,0,9.033693603863576,4,331
2318,1,9.033693603863576,4,331
2319,2,8.482084746763961,4,331
2320,3,8.37462176342425,4,331
2321,4,6.6363602150740695,4,331
2322,5,9.282175414253762,4,331
2323,6,9.478874391830969,4,331
2324,0,9.033693603863576,1,332
2325,1,8.12840825158325,1,332
2326,2,9.25866309381278,1,332
2327,3,9.369822441159394,1,332
2328,4,9.460370468888565,1,332
2329,5,9.208343202771408,1,332
2330,6,9.478874391830969,1,332
2331,0,9.033693603863576,0,333
2332,1,9.32781788432523,0,333
2333,2,9.575748719026777,0,333
2334,3,9.353798681745973,0,333
2335,4,9.411239889703332,0,333
2336,5,9.449919280018875,0,333
2337,6,9.478874391830969,0,333
2338,0,9.033693603863576,3,334
2339,1,9.033693603863576,3,334
2340,2,8.768246687503547,3,334
2341,3,8.292343414931521,3,334
2342,4,9.452842685979505,3,334
2343,5,9.207982886630193,3,334
2344,6,9.478874391830969,3,334
2345,0,9.033693603863576,0,335
2346,1,9.590412623749012,0,335
2347,2,9.62758569898209,0,335
2348,3,9.694491142907404,0,335
2349,4,9.682836165083346,0,335
2350,5,9.67148533295527,0,335
2351,6,9.478874391830969,0,335
2352,0,9.033693603863576,1,336
2353,1,8.080809093475574,1,336
2354,2,9.1102616024344,1,336
2355,3,9.30280778145657,1,336
2356,4,9.41319933357329,1,336
2357,5,9.581553926489349,1,336
2358,6,9.478874391830969,1,336
2359,0,9.033693603863576,4,337
2360,1,9.033693603863576,4,337
2361,2,8.167713363783703,4,337
2362,3,8.509036034302424,4,337
2363,4,7.369459256173393,4,337
2364,5,9.39635223728274,4,337
2365,6,9.478874391830969,4,337
2366,0,9.033693603863576,5,338
2367,1,8.96114701549874,5,338
2368,2,8.706124113999762,5,338
2369,3,8.120946486202397,5,338
2370,4,7.527807329439149,5,338
2371,5,6.75982573750172,5,338
2372,6,9.478874391830969,5,338
2373,0,9.033693603863576,4,339
2374,1,8.300554073571423,4,339
2375,2,7.652178285486016,4,339
2376,3,7.884814116944245,4,339
2377,4,7.510026190042616,4,339
2378,5,9.449919280018875,4,339
2379,6,9.478874391830969,4,339
2380,0,9.033693603863576,2,340
2381,1,9.033693603863576,2,340
2382,2,8.167713363783703,2,340
2383,3,9.378460170943653,2,340
2384,4,9.409938239056132,2,340
2385,5,9.365806393268691,2,340
2386,6,9.478874391830969,2,340
2387,0,9.033693603863576,0,341
2388,1,9.895660111909272,0,341
2389,2,9.801144697721163,0,341
2390,3,9.781025276598069,0,341
2391,4,9.60095081600298,0,341
2392,5,9.782272866447562,0,341
2393,6,9.478874391830969,0,341
2394,0,9.033693603863576,0,342
2395,1,9.58814486206819,0,342
2396,2,9.58395365252617,0,342
2397,3,9.65199963333782,0,342
2398,4,9.616311589006614,0,342
2399,5,9.581553926489349,0,342
2400,6,9.478874391830969,0,342
2401,0,9.033693603863576,2,343
2402,1,8.91996324294256,2,343
2403,2,8.458679466899945,2,343
2404,3,9.40279802022112,2,343
2405,4,9.46516215430671,2,343
2406,5,9.449919280018875,2,343
2407,6,9.478874391830969,2,343
2408,0,9.033693603863576,4,344
2409,1,9.128955361214643,4,344
2410,2,9.009989367543556,4,344
2411,3,8.73592361751176,4,344
2412,4,8.341250060051884,4,344
2413,5,9.44718673576299,4,344
2414,6,9.478874391830969,4,344
2415,0,9.033693603863576,4,345
2416,1,8.970069858121956,4,345
2417,2,8.958233614016946,4,345
2418,3,8.607630257785521,4,345
2419,4,8.321314379423667,4,345
2420,5,9.22163159880928,4,345
2421,6,9.478874391830969,4,345
2422,0,9.033693603863576,4,346
2423,1,9.033693603863576,4,346
2424,2,8.790070194188049,4,346
2425,3,7.858565872630369,4,346
2426,4,7.237069175309858,4,346
2427,5,9.229798352367451,4,346
2428,6,9.478874391830969,4,346
2429,0,9.033693603863576,1,347
2430,1,9.033693603863576,1,347
2431,2,9.431407138155413,1,347
2432,3,9.220922641203629,1,347
2433,4,9.385508741282436,1,347
2434,5,9.48681386627281,1,347
2435,6,9.478874391830969,1,347
2436,0,9.033693603863576,0,348
2437,1,9.76802038253266,0,348
2438,2,9.380680347727557,0,348
2439,3,9.42761523237779,0,348
2440,4,9.42216483319242,0,348
2441,5,9.207982886630193,0,348
2442,6,9.478874391830969,0,348
2443,0,9.033693603863576,4,349
2444,1,9.033693603863576,4,349
2445,2,7.694445820634279,4,349
2446,3,7.086113672842491,4,349
2447,4,7.642108751042399,4,349
2448,5,9.449919280018875,4,349
2449,6,9.478874391830969,4,349
2450,0,9.033693603863576,5,350
2451,1,8.12840825158325,5,350
2452,2,7.754518665429849,5,350
2453,3,7.4428107668719505,5,350
2454,4,7.345116320805389,5,350
2455,5,7.174914969898289,5,350
2456,6,9.478874391830969,5,350
2457,0,9.033693603863576,0,351
2458,1,9.744034179867816,0,351
2459,2,9.825515360059944,0,351
2460,3,9.619297255325067,0,351
2461,4,9.655575043016446,0,351
2462,5,9.22163159880928,0,351
2463,6,9.478874391830969,0,351
2464,0,9.033693603863576,4,352
2465,1,8.970069858121956,4,352
2466,2,8.820335820911758,4,352
2467,3,8.550586255036817,4,352
2468,4,7.501957106342059,4,352
2469,5,9.517928035459263,4,352
2470,6,9.478874391830969,4,352
2471,0,9.033693603863576,3,353
2472,1,9.033693603863576,3,353
2473,2,8.227071136419864,3,353
2474,3,7.3729693501696945,3,353
2475,4,9.456366590007375,3,353
2476,5,9.453971781841764,3,353
2477,6,9.478874391830969,3,353
2478,0,9.033693603863576,0,354
2479,1,9.575428996624105,0,354
2480,2,9.444981985341991,0,354
2481,3,9.352459352850458,0,354
2482,4,9.36912617658053,0,354
2483,5,9.137554695794105,0,354
2484,6,9.478874391830969,0,354
2485,0,9.033693603863576,4,355
2486,1,9.082076115978332,4,355
2487,2,9.102930098973353,4,355
2488,3,9.013857461921676,4,355
2489,4,8.675611326280835,4,355
2490,5,9.48681386627281,4,355
2491,6,9.478874391830969,4,355
2492,0,9.033693603863576,2,356
2493,1,9.066813271835995,2,356
2494,2,9.133158381296433,2,356
2495,3,9.781485274712226,2,356
2496,4,9.787084602963644,2,356
2497,5,9.449919280018875,2,356
2498,6,9.478874391830969,2,356
2499,0,9.033693603863576,4,357
2500,1,9.033693603863576,4,357
2501,2,8.157917638575533,4,357
2502,3,8.04986227946751,4,357
2503,4,7.5654469754684115,4,357
2504,5,9.35264416396488,4,357
2505,6,9.478874391830969,4,357
2506,0,9.033693603863576,5,358
2507,1,9.197543167179852,5,358
2508,2,9.048653807952666,5,358
2509,3,9.05189785262418,5,358
2510,4,8.87978481859602,5,358
2511,5,8.51324449472328,5,358
2512,6,9.478874391830969,5,358
2513,0,9.033693603863576,2,359
2514,1,8.958231161360226,2,359
2515,2,7.712573656957542,2,359
2516,3,9.194603328575528,2,359
2517,4,9.525463073210927,2,359
2518,5,9.40451786064555,2,359
2519,6,9.478874391830969,2,359
2520,0,9.033693603863576,5,360
2521,1,9.033693603863576,5,360
2522,2,7.7472990598395155,5,360
2523,3,7.386971495501204,5,360
2524,4,7.179560180139298,5,360
2525,5,6.957313432395881,5,360
2526,6,9.478874391830969,5,360
2527,0,9.033693603863576,1,361
2528,1,9.033693603863576,1,361
2529,2,9.818089437074455,1,361
2530,3,9.83698435744214,1,361
2531,4,9.781344417825988,1,361
2532,5,9.44452039170173,1,361
2533,6,9.478874391830969,1,361
2534,0,9.033693603863576,1,362
2535,1,8.875364418529266,1,362
2536,2,9.57105392185707,1,362
2537,3,9.227911919767555,1,362
2538,4,9.321194858355517,1,362
2539,5,9.22163159880928,1,362
2540,6,9.478874391830969,1,362
2541,0,9.033693603863576,0,363
2542,1,9.692957054497832,0,363
2543,2,9.329445140958448,0,363
2544,3,9.428426216060972,0,363
2545,4,9.195470609981168,0,363
2546,5,9.517928035459263,0,363
2547,6,9.478874391830969,0,363
2548,0,9.033693603863576,0,364
2549,1,9.612192812876264,0,364
2550,2,9.61978931140068,0,364
2551,3,9.635961411869587,0,364
2552,4,9.39078035528632,0,364
2553,5,9.470524789344251,0,364
2554,6,9.478874391830969,0,364
2555,0,9.033693603863576,4,365
2556,1,8.970069858121956,4,365
2557,2,9.19507960867166,4,365
2558,3,8.615734272258555,4,365
2559,4,8.596333511017436,4,365
2560,5,9.581553926489349,4,365
2561,6,9.478874391830969,4,365
2562,0,9.033693603863576,2,366
2563,1,8.875364418529266,2,366
2564,2,7.722040739419338,2,366
2565,3,9.118130116763036,2,366
2566,4,9.568239658678385,2,366
2567,5,9.46236890181642,2,366
2568,6,9.478874391830969,2,366
2569,0,9.033693603863576,3,367
2570,1,9.167691983333691,3,367
2571,2,8.801056977617026,3,367
2572,3,8.64612952176332,3,367
2573,4,9.621403158556594,3,367
2574,5,9.48681386627281,3,367
2575,6,9.478874391830969,3,367
2576,0,9.033693603863576,5,368
2577,1,9.033693603863576,5,368
2578,2,8.805342947292127,5,368
2579,3,9.05189785262418,5,368
2580,4,8.87978481859602,5,368
2581,5,8.33845169517383,5,368
2582,6,9.478874391830969,5,368
2583,0,9.033693603863576,1,369
2584,1,8.65827319017446,1,369
2585,2,9.51982280403158,1,369
2586,3,9.481211542291136,1,369
2587,4,9.554390543729577,1,369
2588,5,9.581553926489349,1,369
2589,6,9.478874391830969,1,369
2590,0,9.033693603863576,4,370
2591,1,8.150095346987698,4,370
2592,2,7.824317916955984,4,370
2593,3,8.00011242681646,4,370
2594,4,7.282922945117804,4,370
2595,5,9.22163159880928,4,370
2596,6,9.478874391830969,4,370
2597,0,9.033693603863576,2,371
2598,1,8.234529704614822,2,371
2599,2,7.933767485889903,2,371
2600,3,9.23518181706636,2,371
2601,4,9.286174140272042,2,371
2602,5,9.339601188645029,2,371
2603,6,9.478874391830969,2,371
2604,0,9.033693603863576,2,372
2605,1,8.96114701549874,2,372
2606,2,8.482084746763961,2,372
2607,3,9.612076701772516,2,372
2608,4,9.442028178659967,2,372
2609,5,9.469109254337791,2,372
2610,6,9.478874391830969,2,372
2611,0,9.033693603863576,2,373
2612,1,9.066813271835995,2,373
2613,2,8.996332863199695,2,373
2614,3,9.43123348917458,2,373
2615,4,8.986994229034647,2,373
2616,5,9.39776216486355,2,373
2617,6,9.478874391830969,2,373
2618,0,9.033693603863576,4,374
2619,1,9.061122774912016,4,374
2620,2,8.742084559393975,4,374
2621,3,7.915440156062565,4,374
2622,4,7.401277262515516,4,374
2623,5,9.283313935032073,4,374
2624,6,9.478874391830969,4,374
2625,0,9.033693603863576,3,375
2626,1,9.264975171422895,3,375
2627,2,8.849045975802234,3,375
2628,3,8.718419289626587,3,375
2629,4,9.454634261494707,3,375
2630,5,9.581553926489349,3,375
2631,6,9.478874391830969,3,375
2632,0,9.033693603863576,0,376
2633,1,9.643354600884336,0,376
2634,2,9.359751561351862,0,376
2635,3,9.62552178587582,0,376
2636,4,9.60997258133259,0,376
2637,5,9.517928035459263,0,376
2638,6,9.478874391830969,0,376
2639,0,9.033693603863576,1,377
2640,1,9.066813271835995,1,377
2641,2,9.559691920894346,1,377
2642,3,9.572588811104948,1,377
2643,4,9.534712967656064,1,377
2644,5,9.517928035459263,1,377
2645,6,9.478874391830969,1,377
2646,0,9.033693603863576,4,378
2647,1,9.033693603863576,4,378
2648,2,8.790070194188049,4,378
2649,3,8.464331242334277,4,378
2650,4,8.022262592891494,4,378
2651,5,9.517928035459263,4,378
2652,6,9.478874391830969,4,378
2653,0,9.033693603863576,3,379
2654,1,9.033693603863576,3,379
2655,2,8.884651494794197,3,379
2656,3,8.821699767830218,3,379
2657,4,9.444814893161864,3,379
2658,5,9.346405044072483,3,379
2659,6,9.478874391830969,3,379
2660,0,9.033693603863576,2,380
2661,1,9.033693603863576,2,380
