,number_mutation,mean,color,trajectory
5,5,9.478874391830969,2,90
0,0,9.033693603863576,2,91
1,1,8.768246687503547,2,91
2,2,8.370907673093967,2,91
3,3,9.057465150097372,2,91
4,4,9.483129929385072,2,91
5,5,9.377923123807662,2,91
0,0,9.033693603863576,2,92
1,1,8.766633475608334,2,92
2,2,8.953848695250924,2,92
3,3,9.13491051433902,2,92
4,4,9.595164367561285,2,92
5,5,9.561782518558553,2,92
0,0,9.033693603863576,2,93
1,1,8.786076533804765,2,93
2,2,9.23594235452327,2,93
3,3,9.417682083382855,2,93
4,4,9.22163159880928,2,93
5,5,9.478874391830969,2,93
0,0,9.058572401911206,2,94
1,1,8.934442991944291,2,94
2,2,8.308574912192805,2,94
3,3,8.96902439450621,2,94
4,4,9.147455080951714,2,94
5,5,9.409574205766026,2,94
0,0,9.033693603863576,2,95
1,1,8.93767794123035,2,95
2,2,9.004278260217152,2,95
3,3,9.54585347714979,2,95
4,4,9.48105900641043,2,95
5,5,9.507411889344954,2,95
0,0,9.033693603863576,2,96
1,1,8.770700072804381,2,96
2,2,9.178940232917235,2,96
3,3,9.441051209308933,2,96
4,4,9.517928035459263,2,96
5,5,9.478874391830969,2,96
0,0,9.002181117221085,2,97
1,1,8.558352029460638,2,97
2,2,8.63117698280399,2,97
3,3,9.08500664582382,2,97
4,4,9.525353299818136,2,97
5,5,9.546013061951882,2,97
0,0,8.997420309681157,2,98
1,1,8.212004231588567,2,98
2,2,8.793896483610942,2,98
3,3,9.413638697985718,2,98
4,4,9.685021915101416,2,98
5,5,9.578973909114797,2,98
0,0,9.033693603863576,2,99
1,1,8.536284360718808,2,99
2,2,9.120881173482886,2,99
3,3,9.513144151062356,2,99
4,4,9.404592764424375,2,99
5,5,9.384965796045025,2,99
0,0,8.95452901119642,3,0
1,1,8.64994407638402,3,0
2,2,7.9440008576531405,3,0
3,3,8.823245408527288,3,0
4,4,9.38787861279478,3,0
5,5,9.478874391830969,3,0
0,0,9.070157888007625,3,1
1,1,9.076546831868171,3,1
2,2,8.950093367195228,3,1
3,3,9.020851972723058,3,1
4,4,9.484528042314544,3,1
5,5,9.407109045906028,3,1
0,0,8.758177124099928,3,2
1,1,7.912151930164836,3,2
2,2,7.5836604138338,3,2
3,3,7.647429107435297,3,2
4,4,9.293629582448151,3,2
5,5,9.358264136979113,3,2
0,0,9.033693603863576,3,3
1,1,8.768246687503547,3,3
2,2,8.858746182626641,3,3
3,3,8.80619335892952,3,3
4,4,9.395744562853634,3,3
5,5,9.478874391830969,3,3
0,0,9.033693603863576,3,4
1,1,8.739395953493183,3,4
2,2,7.484864790782172,3,4
3,3,7.626308023328198,3,4
4,4,9.327193707747767,3,4
5,5,9.358264136979113,3,4
0,0,9.033693603863576,3,5
1,1,8.790070194188049,3,5
2,2,8.269657487200622,3,5
3,3,8.575097618220815,3,5
4,4,9.479125555934266,3,5
5,5,9.478874391830969,3,5
0,0,9.033693603863576,3,6
1,1,8.805342947292127,3,6
2,2,8.087433705952392,3,6
3,3,9.135205275770637,3,6
4,4,9.607968558928196,3,6
5,5,9.473285709729797,3,6
0,0,9.033693603863576,3,7
1,1,8.790070194188049,3,7
2,2,8.579660295417709,3,7
3,3,9.157343565295035,3,7
4,4,9.455525543605587,3,7
5,5,9.406149671974037,3,7
0,0,9.033693603863576,3,8
1,1,8.167713363783703,3,8
2,2,8.129882890717926,3,8
3,3,8.517226529107571,3,8
4,4,9.581553926489349,3,8
5,5,9.478874391830969,3,8
0,0,9.001881730992766,3,9
1,1,8.25629557855134,3,9
2,2,7.72367168204753,3,9
3,3,8.50652282562358,3,9
4,4,9.323597727177619,3,9
5,5,9.444586953679437,3,9
0,0,8.60933313317916,3,10
1,1,7.564017557657586,3,10
2,2,6.844748252260121,3,10
3,3,7.956665278547377,3,10
4,4,9.48681386627281,3,10
5,5,9.478874391830969,3,10
0,0,8.39804306064881,3,11
1,1,8.309809956499944,3,11
2,2,7.812262350500332,3,11
3,3,8.98425729335209,3,11
4,4,9.449919280018875,3,11
5,5,9.478874391830969,3,11
0,0,8.422843386520077,3,12
1,1,7.674126735850402,3,12
2,2,7.232394524047405,3,12
3,3,7.964531865863804,3,12
4,4,9.180401752887422,3,12
5,5,9.478874391830969,3,12
0,0,8.93682367968285,3,13
1,1,8.994842520014453,3,13
2,2,8.888149728849013,3,13
3,3,9.001277772784368,3,13
4,4,9.515463335354074,3,13
5,5,9.467271096011041,3,13
0,0,9.033693603863576,3,14
1,1,8.167713363783703,3,14
2,2,7.94682318692589,3,14
3,3,9.007831113653301,3,14
4,4,9.477975058668,3,14
5,5,9.478874391830969,3,14
0,0,8.976828423403067,3,15
1,1,8.710545219482821,3,15
2,2,8.480174729346581,3,15
3,3,8.84042629684922,3,15
4,4,9.58165019774016,3,15
5,5,9.478874391830969,3,15
0,0,9.033693603863576,3,16
1,1,8.62839971748157,3,16
2,2,7.632045878956307,3,16
3,3,8.443122870726386,3,16
4,4,9.388776421365941,3,16
5,5,9.389842544281901,3,16
0,0,9.033693603863576,3,17
1,1,8.805342947292127,3,17
2,2,8.423623290346905,3,17
3,3,9.161165690854991,3,17
4,4,9.506568134425121,3,17
5,5,9.429310749933366,3,17
0,0,9.033693603863576,3,18
1,1,8.770700072804381,3,18
2,2,8.112561320518159,3,18
3,3,8.209145945909196,3,18
4,4,9.465460122965988,3,18
5,5,9.478874391830969,3,18
0,0,9.033693603863576,3,19
1,1,8.997604772167033,3,19
2,2,8.762356950619896,3,19
3,3,9.039310273820863,3,19
4,4,9.517928035459263,3,19
5,5,9.478874391830969,3,19
0,0,9.033693603863576,3,20
1,1,8.773163697817079,3,20
2,2,8.818442285219444,3,20
3,3,8.543739249244853,3,20
4,4,9.508439746971987,3,20
5,5,9.478874391830969,3,20
0,0,9.013628744269944,3,21
1,1,8.742955941330253,3,21
2,2,8.51763356064823,3,21
3,3,8.653797154459967,3,21
4,4,9.517025002622535,3,21
5,5,9.493403686817222,3,21
0,0,9.033693603863576,3,22
1,1,8.136258273549815,3,22
2,2,8.083746861146695,3,22
3,3,8.432080169150897,3,22
4,4,9.387228837367397,3,22
5,5,9.478874391830969,3,22
0,0,9.033693603863576,3,23
1,1,8.805342947292127,3,23
2,2,8.794095467225837,3,23
3,3,8.789942204151048,3,23
4,4,9.335899362533242,3,23
5,5,9.380203531982488,3,23
0,0,9.076555712803836,3,24
1,1,8.99708200138605,3,24
2,2,8.848066198684199,3,24
3,3,8.83658189966651,3,24
4,4,9.557266577725557,3,24
5,5,9.444586953679437,3,24
0,0,9.033693603863576,3,25
1,1,8.768246687503547,3,25
2,2,8.464331242334277,3,25
3,3,8.707797419955968,3,25
4,4,9.22163159880928,3,25
5,5,9.478874391830969,3,25
0,0,8.888784646732423,3,26
1,1,8.25047546401847,3,26
2,2,7.676790509901695,3,26
3,3,8.452219207657109,3,26
4,4,9.36547722158234,3,26
5,5,9.383028121273952,3,26
0,0,9.033693603863576,3,27
1,1,8.768246687503547,3,27
2,2,8.099500841971162,3,27
3,3,8.501848377872838,3,27
4,4,9.528501139175763,3,27
5,5,9.546013061951882,3,27
0,0,8.377097528971914,3,28
1,1,7.745244806401683,3,28
2,2,7.1978584563266566,3,28
3,3,7.922973785212538,3,28
4,4,9.043852595487404,3,28
5,5,9.444586953679437,3,28
0,0,8.95452901119642,3,29
1,1,8.802274271135879,3,29
2,2,8.365026649774139,3,29
3,3,8.74664051331197,3,29
4,4,9.3573218168223,3,29
5,5,9.390713048604374,3,29
0,0,8.976828423403067,3,30
1,1,8.739109993928844,3,30
2,2,8.105838968673478,3,30
3,3,8.502442536080432,3,30
4,4,9.713424516808798,3,30
5,5,9.578973909114797,3,30
0,0,9.033693603863576,3,31
1,1,8.52973816472759,3,31
2,2,8.841355815764475,3,31
3,3,8.784445846877128,3,31
4,4,9.474591384044615,3,31
5,5,9.478874391830969,3,31
0,0,8.581050927723414,3,32
1,1,7.829671459512962,3,32
2,2,7.280212316482056,3,32
3,3,8.373117094541893,3,32
4,4,9.493518644898527,3,32
5,5,9.478874391830969,3,32
0,0,9.047408189387795,3,33
1,1,8.360493418548964,3,33
2,2,8.031297858917396,3,33
3,3,9.238551861051292,3,33
4,4,9.3881842932551,3,33
5,5,9.410529395957575,3,33
0,0,9.013628744269944,3,34
1,1,9.15192555669477,3,34
2,2,8.663888122774354,3,34
3,3,9.281402882476863,3,34
4,4,9.45906585311167,3,34
5,5,9.417874888550088,3,34
0,0,9.033693603863576,3,35
1,1,8.942364208201885,3,35
2,2,8.765020203692814,3,35
3,3,8.593881135046464,3,35
4,4,9.402822055821531,3,35
5,5,9.457941132424423,3,35
0,0,9.013628744269944,3,36
1,1,8.58847528511752,3,36
2,2,8.016376571139524,3,36
3,3,8.439060669573172,3,36
4,4,9.337813053631523,3,36
5,5,9.416674319905367,3,36
0,0,9.058572401911206,3,37
1,1,8.21529322473894,3,37
2,2,7.78972830933728,3,37
3,3,8.243082032025384,3,37
4,4,9.44078009470659,3,37
5,5,9.478874391830969,3,37
0,0,9.050253437849786,3,38
1,1,9.05666579366498,3,38
2,2,8.852322168495604,3,38
3,3,8.808912045086391,3,38
4,4,9.585539122127013,3,38
5,5,9.478874391830969,3,38
0,0,9.033693603863576,3,39
1,1,8.790070194188049,3,39
2,2,8.151236117654863,3,39
3,3,8.974111840356024,3,39
4,4,9.35927198114605,3,39
5,5,9.478874391830969,3,39
0,0,8.699877125725388,3,40
1,1,8.095155801530892,3,40
2,2,7.784048828369201,3,40
3,3,8.70074643815315,3,40
4,4,9.372166043438291,3,40
5,5,9.442193232662262,3,40
0,0,9.033693603863576,3,41
1,1,8.167713363783703,3,41
2,2,7.880740626061697,3,41
3,3,8.377045504161089,3,41
4,4,9.265110827614176,3,41
5,5,9.364663614693454,3,41
0,0,9.047408189387795,3,42
1,1,8.360493418548964,3,42
2,2,8.031297858917396,3,42
3,3,8.52180727899005,3,42
4,4,9.279833366472186,3,42
5,5,9.507411889344954,3,42
0,0,9.033693603863576,3,43
1,1,8.790070194188049,3,43
2,2,8.277929198748376,3,43
3,3,8.318668184471681,3,43
4,4,9.403916342407246,3,43
5,5,9.478874391830969,3,43
0,0,9.05514473783668,3,44
1,1,8.581306737149605,3,44
2,2,8.338373957284041,3,44
3,3,9.201630777265619,3,44
4,4,9.48681386627281,3,44
5,5,9.478874391830969,3,44
0,0,9.033693603863576,3,45
1,1,8.629878736814323,3,45
2,2,8.11675412909111,3,45
3,3,8.527395242864378,3,45
4,4,9.380027825282871,3,45
5,5,9.361895596670452,3,45
0,0,9.033693603863576,3,46
1,1,8.054201712734285,3,46
2,2,6.983467676451102,3,46
3,3,7.9490032328934745,3,46
4,4,9.467281001075836,3,46
5,5,9.442193232662262,3,46
0,0,8.976828423403067,3,47
1,1,8.933011533002436,3,47
2,2,8.632078236918836,3,47
3,3,8.69343753391725,3,47
4,4,9.22163159880928,3,47
5,5,9.478874391830969,3,47
0,0,8.826005804402774,3,48
1,1,8.543898979395466,3,48
2,2,8.2022153486657,3,48
3,3,8.407258085675979,3,48
4,4,9.229798352367451,3,48
5,5,9.507411889344954,3,48
0,0,9.136544370527792,3,49
1,1,8.811745750428445,3,49
2,2,8.03759529786226,3,49
3,3,8.329499665570507,3,49
4,4,9.48681386627281,3,49
5,5,9.478874391830969,3,49
0,0,8.932726263928297,3,50
1,1,8.466550332618285,3,50
2,2,8.778568461403248,3,50
3,3,8.381047004290396,3,50
4,4,9.457845100161407,3,50
5,5,9.478874391830969,3,50
0,0,9.033693603863576,3,51
1,1,8.693988032601906,3,51
2,2,8.80343346988772,3,51
3,3,9.254581037611548,3,51
4,4,9.531119883020004,3,51
5,5,9.478874391830969,3,51
0,0,9.058572401911206,3,52
1,1,8.452818407385466,3,52
2,2,8.036175232586563,3,52
3,3,8.428179043754708,3,52
4,4,9.283313935032073,3,52
5,5,9.43311984174156,3,52
0,0,9.033693603863576,3,53
1,1,8.717267119773501,3,53
2,2,8.47012525742568,3,53
3,3,8.600849442747778,3,53
4,4,9.572628964614484,3,53
5,5,9.507411889344954,3,53
0,0,8.581050927723414,3,54
1,1,7.505365868512435,3,54
2,2,7.097331122886259,3,54
3,3,8.82693445440179,3,54
4,4,9.22163159880928,3,54
5,5,9.478874391830969,3,54
0,0,8.437399067478175,3,55
1,1,8.107039281500455,3,55
2,2,7.705134885352173,3,55
3,3,8.060898610395972,3,55
4,4,9.517928035459263,3,55
5,5,9.478874391830969,3,55
0,0,9.033693603863576,3,56
1,1,8.15531626793818,3,56
2,2,7.645653804818805,3,56
3,3,8.784445846877128,3,56
4,4,9.474591384044615,3,56
5,5,9.478874391830969,3,56
0,0,9.02460971148381,3,57
1,1,9.040172527260966,3,57
2,2,8.613762529622653,3,57
3,3,8.463959391862504,3,57
4,4,9.599869412629712,3,57
5,5,9.478874391830969,3,57
0,0,8.434517429626883,3,58
1,1,7.536510350291647,3,58
2,2,7.054433721937301,3,58
3,3,8.29482535719102,3,58
4,4,9.290066856099507,3,58
5,5,9.462844257826365,3,58
0,0,8.957665894481996,3,59
1,1,8.544521550837949,3,59
2,2,7.812916532910461,3,59
3,3,8.509023019510737,3,59
4,4,9.325436273780676,3,59
5,5,9.384965796045025,3,59
0,0,9.033693603863576,3,60
1,1,8.764590094058446,3,60
2,2,8.872455562216718,3,60
3,3,8.75509045428312,3,60
4,4,9.465451405661465,3,60
5,5,9.478874391830969,3,60
0,0,8.997420309681157,3,61
1,1,8.947186717555022,3,61
2,2,8.500603090238535,3,61
3,3,8.484014317773875,3,61
4,4,9.500036418070763,3,61
5,5,9.470652900407119,3,61
0,0,9.001881730992766,3,62
1,1,8.056786436828222,3,62
2,2,7.73846795793089,3,62
3,3,8.4848814617594,3,62
4,4,9.479604221804482,3,62
5,5,9.478874391830969,3,62
0,0,9.033693603863576,3,63
1,1,8.167713363783703,3,63
2,2,7.964865620857988,3,63
3,3,8.691395650902335,3,63
4,4,9.494412352990338,3,63
5,5,9.31349475330339,3,63
0,0,9.033693603863576,3,64
1,1,8.790070194188049,3,64
2,2,7.880740626061697,3,64
3,3,8.503107969005349,3,64
4,4,9.112453563405223,3,64
5,5,9.373750275423863,3,64
0,0,8.581050927723414,3,65
1,1,7.764377382282791,3,65
2,2,7.200807799212532,3,65
3,3,8.725725289779161,3,65
4,4,9.440151594139692,3,65
5,5,9.507411889344954,3,65
0,0,8.976828423403067,3,66
1,1,7.963327545902851,3,66
2,2,7.670218059677702,3,66
3,3,8.01008510558283,3,66
4,4,9.1956632997597,3,66
5,5,9.276025644613856,3,66
0,0,9.017682513378606,3,67
1,1,8.498638791270855,3,67
2,2,7.57579852825704,3,67
3,3,8.063371835233006,3,67
4,4,9.518212008592158,3,67
5,5,9.478874391830969,3,67
0,0,9.001881730992766,3,68
1,1,8.76790463255836,3,68
2,2,7.848802285025066,3,68
3,3,8.255070227266085,3,68
4,4,9.681913396468456,3,68
5,5,9.478874391830969,3,68
0,0,9.033693603863576,3,69
1,1,8.15531626793818,3,69
2,2,7.672146233732484,3,69
3,3,8.804898151380609,3,69
4,4,9.598282446139077,3,69
5,5,9.578973909114797,3,69
0,0,9.033693603863576,3,70
1,1,8.148540144303487,3,70
2,2,7.883616222114441,3,70
3,3,8.539930461886632,3,70
4,4,9.542742624776771,3,70
5,5,9.478874391830969,3,70
0,0,9.033693603863576,3,71
1,1,8.768246687503547,3,71
2,2,8.423623290346905,3,71
3,3,8.161734579821717,3,71
4,4,9.418914948197937,3,71
5,5,9.478874391830969,3,71
0,0,9.033693603863576,3,72
1,1,8.269184226601663,3,72
2,2,7.358277376220641,3,72
3,3,7.750856153687753,3,72
4,4,9.512106722126731,3,72
5,5,9.478874391830969,3,72
0,0,9.008645112441533,3,73
1,1,8.806678600447631,3,73
2,2,8.649343971881178,3,73
3,3,8.668007048003686,3,73
4,4,9.48681386627281,3,73
5,5,9.478874391830969,3,73
0,0,8.800278748124331,3,74
1,1,7.738555841882495,3,74
2,2,7.854808391193987,3,74
3,3,7.840200620505634,3,74
4,4,9.39595346538935,3,74
5,5,9.478874391830969,3,74
0,0,9.013628744269944,3,75
1,1,8.274749666120613,3,75
2,2,8.258794177454499,3,75
3,3,9.234946595947786,3,75
4,4,9.785529605462234,3,75
5,5,9.578973909114797,3,75
0,0,9.013628744269944,3,76
1,1,8.582817068453542,3,76
2,2,8.168873191480435,3,76
3,3,8.739910175744031,3,76
4,4,9.458451131075767,3,76
5,5,9.417034870833515,3,76
0,0,9.033693603863576,3,77
1,1,8.805342947292127,3,77
2,2,8.573574896092282,3,77
3,3,8.860338091049204,3,77
4,4,9.53680542068051,3,77
5,5,9.478874391830969,3,77
0,0,9.013628744269944,3,78
1,1,8.515923498667533,3,78
2,2,7.820094093875743,3,78
3,3,8.78258624994096,3,78
4,4,9.47214417725242,3,78
5,5,9.478874391830969,3,78
0,0,9.033693603863576,3,79
1,1,8.832041337817833,3,79
2,2,8.084498547033247,3,79
3,3,8.080988075987609,3,79
4,4,9.581553926489349,3,79
5,5,9.478874391830969,3,79
0,0,9.033693603863576,3,80
1,1,8.872271899287668,3,80
2,2,8.849477476873835,3,80
3,3,8.984083506424835,3,80
4,4,9.449919280018875,3,80
5,5,9.478874391830969,3,80
0,0,8.663821791092275,3,81
1,1,8.05809142156461,3,81
2,2,7.591496072435796,3,81
3,3,8.754376364481837,3,81
4,4,9.517928035459263,3,81
5,5,9.478874391830969,3,81
0,0,9.102713426554095,3,82
1,1,8.618564091693441,3,82
2,2,8.218779715666289,3,82
3,3,9.10602500706373,3,82
4,4,9.618184898770073,3,82
5,5,9.507411889344954,3,82
0,0,9.033693603863576,3,83
1,1,7.836539616148069,3,83
2,2,7.230523834407194,3,83
3,3,8.457412074653028,3,83
4,4,9.473125614189327,3,83
5,5,9.478874391830969,3,83
0,0,8.489365792233647,3,84
1,1,7.739379787146056,3,84
2,2,6.943159505760239,3,84
3,3,8.058123752595463,3,84
4,4,9.393569537180552,3,84
5,5,9.384965796045025,3,84
0,0,9.013628744269944,3,85
1,1,8.764886055333376,3,85
2,2,8.51763356064823,3,85
3,3,9.042138869291167,3,85
4,4,9.5000801505578,3,85
5,5,9.478874391830969,3,85
0,0,9.033693603863576,3,86
1,1,8.597178392700542,3,86
2,2,7.473447563606686,3,86
3,3,8.242408290758833,3,86
4,4,9.22163159880928,3,86
5,5,9.478874391830969,3,86
0,0,8.861151663427243,3,87
1,1,7.773055489617986,3,87
2,2,7.322662570875709,3,87
3,3,8.775242010251462,3,87
4,4,9.22163159880928,3,87
5,5,9.478874391830969,3,87
0,0,9.033693603863576,3,88
1,1,8.787829181649778,3,88
2,2,7.780239935788519,3,88
3,3,7.8681398319721305,3,88
4,4,9.355883616041659,3,88
5,5,9.442193232662262,3,88
0,0,8.95452901119642,3,89
1,1,7.87050153329429,3,89
2,2,7.406743034019195,3,89
3,3,8.378787278641465,3,89
4,4,9.618184898770073,3,89
5,5,9.507411889344954,3,89
0,0,8.95452901119642,3,90
1,1,8.399091860705175,3,90
2,2,7.506168834989056,3,90
3,3,8.35026513664936,3,90
4,4,9.48681386627281,3,90
5,5,9.478874391830969,3,90
0,0,9.001881730992766,3,91
1,1,8.820335820911758,3,91
2,2,8.550586255036817,3,91
3,3,8.82588421822096,3,91
4,4,9.525780060888536,3,91
5,5,9.478874391830969,3,91
0,0,9.033693603863576,3,92
1,1,8.46003524570378,3,92
2,2,8.144570640496589,3,92
3,3,8.265400954805806,3,92
4,4,9.430821475695385,3,92
5,5,9.478874391830969,3,92
0,0,9.001881730992766,3,93
1,1,8.946982844998233,3,93
2,2,8.42434811203038,3,93
3,3,8.635688176996332,3,93
4,4,9.42664038842233,3,93
5,5,9.35256142419288,3,93
0,0,9.033693603863576,3,94
1,1,8.26806147409305,3,94
2,2,8.205790277793497,3,94
3,3,8.81899486639305,3,94
4,4,9.36658536291279,3,94
5,5,9.384965796045025,3,94
0,0,8.919593355291344,3,95
1,1,7.975544970203502,3,95
2,2,7.553119287564608,3,95
3,3,7.9961963779804845,3,95
4,4,9.558197609775975,3,95
5,5,9.507411889344954,3,95
0,0,9.033693603863576,3,96
1,1,8.7556013144169,3,96
2,2,8.011701236201008,3,96
3,3,8.681761532398202,3,96
4,4,9.468714939846912,3,96
5,5,9.473285709729797,3,96
0,0,9.033693603863576,3,97
1,1,8.405353904687537,3,97
2,2,8.55856197884974,3,97
3,3,8.808205345124758,3,97
4,4,9.581553926489349,3,97
5,5,9.478874391830969,3,97
0,0,9.013410945832105,3,98
1,1,8.780062487604036,3,98
2,2,8.55697306568931,3,98
3,3,8.639980596150384,3,98
4,4,9.654616900182099,3,98
5,5,9.478874391830969,3,98
0,0,9.018887283526638,3,99
1,1,9.029962302539232,3,99
2,2,9.05189785262418,3,99
3,3,9.212573950440436,3,99
4,4,9.588253542524866,3,99
5,5,9.478874391830969,3,99
0,0,9.033693603863576,4,0
1,1,8.768246687503547,4,0
2,2,8.102198737234067,4,0
3,3,7.882031481616115,4,0
4,4,8.993825516776752,4,0
5,5,9.364039558878645,4,0
0,0,9.090699792989941,4,1
1,1,8.98594723242305,4,1
2,2,8.105805426347061,4,1
3,3,7.412623433226492,4,1
4,4,8.445745969501068,4,1
5,5,9.442193232662262,4,1
0,0,9.033693603863576,4,2
1,1,8.872271899287668,4,2
2,2,8.4667697549439,4,2
3,3,8.276427872930324,4,2
4,4,8.50540003246311,4,2
5,5,9.478874391830969,4,2
0,0,8.581050927723414,4,3
1,1,7.581694449212681,4,3
2,2,7.359153324854193,4,3
3,3,7.940203904158716,4,3
4,4,8.141184786992927,4,3
5,5,9.442193232662262,4,3
0,0,9.033693603863576,4,4
1,1,8.342246750630693,4,4
2,2,7.822881801121391,4,4
3,3,7.470716862215281,4,4
4,4,8.534269400398419,4,4
5,5,9.444586953679437,4,4
0,0,9.033693603863576,4,5
1,1,8.167713363783703,4,5
2,2,8.108356851636174,4,5
3,3,8.343778468101736,4,5
4,4,9.0210700953524,4,5
5,5,9.478874391830969,4,5
0,0,9.033693603863576,4,6
1,1,8.768246687503547,4,6
2,2,7.869854277409458,4,6
3,3,7.415585780025965,4,6
4,4,8.595886669214742,4,6
5,5,9.507411889344954,4,6
0,0,9.04649435895746,4,7
1,1,8.889788926873514,4,7
2,2,8.519531425948415,4,7
3,3,7.435071586581177,4,7
4,4,8.656740916254071,4,7
5,5,9.417874888550088,4,7
0,0,9.047408189387795,4,8
1,1,8.866776190183218,4,8
2,2,8.645545011528887,4,8
3,3,8.074231568000865,4,8
4,4,8.770734880623973,4,8
5,5,9.477656834597283,4,8
0,0,9.033693603863576,4,9
1,1,8.805342947292127,4,9
2,2,8.087433705952392,4,9
3,3,7.734706125667617,4,9
4,4,8.457817205740088,4,9
5,5,9.478874391830969,4,9
0,0,9.033693603863576,4,10
1,1,8.607299746028696,4,10
2,2,8.304688731623067,4,10
3,3,8.183706462509054,4,10
4,4,7.926933428610143,4,10
5,5,9.478874391830969,4,10
0,0,9.033693603863576,4,11
1,1,8.46003524570378,4,11
2,2,8.777815827626071,4,11
3,3,9.07359139454833,4,11
4,4,8.749159134543333,4,11
5,5,9.478874391830969,4,11
0,0,8.950427206256954,4,12
1,1,8.7942563107933,4,12
2,2,8.45088700949574,4,12
3,3,8.339241901561776,4,12
4,4,8.763887468288397,4,12
5,5,9.478874391830969,4,12
0,0,9.050253437849786,4,13
1,1,8.720701466971809,4,13
2,2,8.195824815317449,4,13
3,3,8.115950436626319,4,13
4,4,8.441480989089953,4,13
5,5,9.561257680465824,4,13
0,0,8.40371863178154,4,14
1,1,7.777576145780709,4,14
2,2,7.041953576690456,4,14
3,3,7.238800882660222,4,14
4,4,7.906435614926911,4,14
5,5,9.478874391830969,4,14
0,0,9.033693603863576,4,15
1,1,8.768246687503547,4,15
2,2,7.8640429634641675,4,15
3,3,8.190413557220477,4,15
4,4,8.85930508794728,4,15
5,5,9.478874391830969,4,15
0,0,9.033693603863576,4,16
1,1,8.790070194188049,4,16
2,2,7.914372829646768,4,16
3,3,7.661265285337639,4,16
4,4,8.610108668426303,4,16
5,5,9.63742401636608,4,16
0,0,9.033693603863576,4,17
1,1,8.159300054450753,4,17
2,2,7.275637433698765,4,17
3,3,6.929309452829312,4,17
4,4,8.07836086232066,4,17
5,5,9.398227718536743,4,17
0,0,8.997420309681157,4,18
1,1,9.016270815422445,4,18
2,2,8.694792329307065,4,18
3,3,8.313972433206466,4,18
4,4,8.16523160801263,4,18
5,5,9.43311984174156,4,18
0,0,9.033693603863576,4,19
1,1,8.790070194188049,4,19
2,2,8.614025746613331,4,19
3,3,8.26107969084534,4,19
4,4,8.565020255315774,4,19
5,5,9.473285709729797,4,19
0,0,8.997420309681157,4,20
1,1,8.805102685442717,4,20
2,2,8.309370248188554,4,20
3,3,8.047096697572945,4,20
4,4,8.580573602808965,4,20
5,5,9.478874391830969,4,20
0,0,9.12809576732125,4,21
1,1,8.82439553753448,4,21
2,2,8.675077320198355,4,21
3,3,8.086694799573271,4,21
4,4,8.94609644782908,4,21
5,5,9.507411889344954,4,21
0,0,8.95452901119642,4,22
1,1,8.709634544851731,4,22
2,2,7.894810039681193,4,22
3,3,7.334633628628022,4,22
4,4,8.021755101626425,4,22
5,5,9.35256142419288,4,22
0,0,9.033693603863576,4,23
1,1,8.768246687503547,4,23
2,2,7.997520776577684,4,23
3,3,7.167630358745804,4,23
4,4,8.758131593558103,4,23
5,5,9.478874391830969,4,23
0,0,9.033693603863576,4,24
1,1,8.73607713588216,4,24
2,2,8.45532667221339,4,24
3,3,7.818475268565188,4,24
4,4,8.620848539732973,4,24
5,5,9.355219202326845,4,24
0,0,9.047408189387795,4,25
1,1,8.98662486527224,4,25
2,2,8.765125537803609,4,25
3,3,8.220449147859608,4,25
4,4,8.24744287311241,4,25
5,5,9.473285709729797,4,25
0,0,9.024216568891296,4,26
1,1,7.9910891498103025,4,26
2,2,7.752144758539654,4,26
3,3,7.798393835042404,4,26
4,4,8.541769790511957,4,26
5,5,9.507411889344954,4,26
0,0,8.500764925904381,4,27
1,1,8.24371164281608,4,27
2,2,7.411467428278487,4,27
3,3,7.153447159090083,4,27
4,4,8.571827096558906,4,27
5,5,9.478874391830969,4,27
0,0,9.047408189387795,4,28
1,1,8.9638547666081,4,28
2,2,9.006884024699938,4,28
3,3,8.911864228088039,4,28
4,4,8.349811955851905,4,28
5,5,9.478874391830969,4,28
0,0,9.033693603863576,4,29
1,1,8.12578805277968,4,29
2,2,7.079519650768587,4,29
3,3,7.174491021466483,4,29
4,4,8.16606863841297,4,29
5,5,9.478874391830969,4,29
0,0,8.976828423403067,4,30
1,1,8.168932358551478,4,30
2,2,7.502592372074883,4,30
3,3,6.945760704829407,4,30
4,4,8.40331338411195,4,30
5,5,9.478874391830969,4,30
0,0,9.033693603863576,4,31
1,1,7.817732538996325,4,31
2,2,7.63827786002103,4,31
3,3,7.537805881494233,4,31
4,4,8.113892312658706,4,31
5,5,9.478874391830969,4,31
0,0,9.050253437849786,4,32
1,1,8.986314987135742,4,32
2,2,9.063798877204244,4,32
3,3,8.48019235383996,4,32
4,4,8.111559546178098,4,32
5,5,9.478874391830969,4,32
0,0,9.001881730992766,4,33
1,1,8.18912722755422,4,33
2,2,7.395948364067198,4,33
3,3,7.510118720736326,4,33
4,4,8.362354760041526,4,33
5,5,9.478874391830969,4,33
0,0,9.033693603863576,4,34
1,1,7.994466982037523,4,34
2,2,7.129011401493841,4,34
3,3,7.133978063976635,4,34
4,4,8.07494893082165,4,34
5,5,9.417874888550088,4,34
0,0,8.53884638551806,4,35
1,1,8.055735476363308,4,35
2,2,7.4090230454576655,4,35
3,3,7.466407910183477,4,35
4,4,8.75876279912977,4,35
5,5,9.478874391830969,4,35
0,0,9.025247148773447,4,36
1,1,8.917806086781626,4,36
